STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,TWAY_ID2,RAIL,VE_FORMS,latitude,longitud
13,297,4,13,18,2,1,1,0,0,5,4,0,1,0,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,18,2,18,13,0,0,0,0,0,0,1,5,0,130388,0,17,2006,CO RD 240,99999999999999999999,0000000,1,33.69227778,-83.62831944
13,313,4,13,17,37,1,1,0,0,16,4,0,42,0,1,6,1,2,40,2,1,2,1,0,0,0,1,1,0,17,37,17,47,0,0,0,0,0,0,1,5,0,130389,0,7,2006,CO RD 115,99999999999999999999,0000000,1,34.80121944,-84.93372222
16,55,4,13,17,40,1,2,0,1,1,1,0,1,0,1,4,3,2,75,1,1,2,1,0,0,0,1,1,0,17,45,17,55,99,99,0,0,0,0,1,5,0,160075,0,381,2006,I-90,0,0000000,1,47.55419722,-116.3676167
18,163,4,13,23,25,1,1,0,0,16,4,0,1,0,1,1,1,2,35,1,1,2,1,20,3,0,2,1,0,23,29,23,34,99,99,0,0,0,0,1,5,1,180261,1480,0,2006,WENDEL ST,ST. JOE,0000000,1,,
19,99,4,13,22,35,1,1,0,0,3,3,0,35,0,1,4,1,2,55,1,2,2,1,0,0,0,2,1,0,22,47,23,12,23,52,0,0,0,0,1,5,0,190085,0,0,2006,SR-225,99999999999999999999,0000000,1,41.57950278,-92.82291389
22,105,4,13,17,35,1,3,0,0,5,3,0,35,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,17,35,17,58,19,30,0,0,0,0,1,5,1,220364,0,123,2006,SR-1061,99999999999999999999,0000000,1,30.87113889,-90.40070000
26,49,4,13,21,20,2,3,0,0,2,4,0,12,5,1,1,1,4,35,9,9,9,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,260432,1731,128,2006,FENTON,99999999999999999999,0000000,2,42.97716944,-83.69286944
33,11,4,13,22,45,1,1,0,0,5,3,0,36,0,1,4,1,2,40,2,1,2,1,0,0,0,2,1,0,22,45,22,52,23,9,0,0,0,0,1,5,1,330022,509,33,2006,SR-149,PERKINS POND RD,0000000,1,43.05215278,-71.74088333
35,15,4,13,22,30,1,1,0,0,9,4,0,11,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,1,5,0,350356,0,0,2006,BOUNDS ROAD,99999999999999999999,0000000,1,32.23447500,-104.2678000
36,59,4,13,22,15,1,2,1,0,14,6,0,8,0,1,1,1,2,30,1,1,2,1,0,0,0,3,1,0,22,16,22,20,22,30,0,0,0,0,1,5,0,360343,6250,0,2006,ROCKAWAY PKWY,99999999999999999999,0000000,1,40.67145833,-73.69480278
37,51,4,13,23,54,1,2,1,0,3,4,0,8,0,1,1,1,5,45,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,370337,0,99999,2006,RP-1613,RP-1626,0000000,1,35.14953056,-78.91779167
37,159,4,13,17,40,2,6,0,0,13,2,0,12,1,2,1,3,4,50,1,1,2,1,3,3,0,1,1,0,17,45,17,55,18,15,0,0,0,0,1,5,1,370617,2520,99999,2006,US-29,E RYDER AVE,0000000,2,35.54371944,-80.60177500
39,93,4,13,16,43,2,2,0,0,4,3,0,12,7,2,1,1,2,55,1,2,2,1,3,3,0,1,1,0,16,44,16,50,0,0,0,0,0,0,1,5,0,390249,0,12,2006,SR-301,TR-5,0000000,2,41.15385833,-82.12299444
39,25,4,13,17,26,4,5,0,1,2,3,0,12,1,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,17,33,17,54,18,24,0,0,0,0,1,5,0,390276,0,176,2006,SR-125,99999999999999999999,0000000,4,38.95419167,-84.03678889
39,55,4,13,21,56,1,9,8,0,3,2,0,18,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,22,22,22,29,23,0,0,0,0,0,1,5,1,390277,0,197,2006,US-322,99999999999999999999,0000000,1,41.53502778,-81.01546389
39,49,4,13,16,49,1,1,0,0,15,6,0,28,0,1,5,1,2,25,2,1,2,1,0,0,0,1,1,0,16,50,16,54,17,0,0,0,0,0,1,5,0,390291,1800,0,2006,W COOKE RD,99999999999999999999,0000000,1,40.04955278,-83.02687778
40,15,4,13,21,22,1,3,0,0,4,3,0,1,0,1,4,1,2,65,1,2,2,1,0,0,0,2,1,0,21,28,22,7,22,36,0,0,0,0,1,5,2,400161,0,98,2006,SR-8,99999999999999999999,0000000,1,35.02540000,-98.23370000
42,107,4,13,18,40,1,1,0,0,5,3,0,42,0,1,4,1,2,35,2,2,2,1,40,3,0,5,1,0,18,30,18,38,0,0,0,0,0,0,1,5,0,420032,0,86,2006,SR-1006,99999999999999999999,0000000,1,40.77108056,-76.14948333
42,49,4,13,17,48,2,4,0,0,3,3,0,1,0,1,1,1,2,55,1,2,2,1,0,0,0,1,1,0,17,49,17,56,18,56,0,0,0,0,1,5,0,420255,0,12,2006,SR-18,99999999999999999999,0000000,2,41.86666667,-80.37071667
42,133,4,13,20,12,2,5,0,1,13,2,0,12,1,2,1,2,2,50,1,1,2,1,3,3,0,5,1,0,20,16,20,40,21,20,0,0,0,0,1,5,0,420431,0,74,2006,US-0015,SPRING LANE RD,0000000,2,40.13203333,-77.01891944
42,127,4,13,21,20,1,2,0,0,5,3,0,27,0,1,2,1,2,40,2,1,2,1,0,0,0,2,1,0,21,22,21,32,22,6,0,0,0,0,1,5,1,420502,7845,15,2006,SR-3018,99999999999999999999,0000000,1,41.49224167,-75.43927222
42,3,4,13,17,8,2,5,0,1,13,3,0,54,11,1,1,2,2,45,1,4,2,1,0,0,0,1,1,0,17,7,17,13,17,28,0,14,0,0,3,5,0,420505,0,191,2006,SR-0008,99999999999999999999,0000000,2,40.65228611,-79.93617778
49,39,4,13,17,40,3,7,0,0,3,3,0,12,2,1,1,1,2,65,1,1,2,1,0,0,0,1,1,0,17,45,17,49,99,99,0,0,0,0,4,5,0,490068,200,2368,2006,SR-89,99999999999999999999,0000000,3,39.11671944,-111.8194472
51,153,4,13,19,24,3,3,0,0,15,4,0,12,2,1,1,1,2,35,2,1,2,1,0,0,0,5,1,0,99,99,99,99,99,99,0,14,0,0,1,5,1,510196,0,40,2006,BRENTSVILLE RD,99999999999999999999,0000000,3,38.69910000,-77.48425278
51,59,4,13,17,20,10,11,0,1,11,1,0,12,1,15,1,3,7,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,510200,0,1630,2006,I-95,99999999999999999999,0000000,10,38.67687222,-77.23430556
55,79,4,13,23,30,1,2,1,0,14,5,0,8,0,2,1,2,2,30,1,1,1,1,3,3,2,3,1,0,23,30,23,35,3,35,0,0,0,0,1,5,1,550159,3100,0,2006,W HAMPTON AVE,N 51 BLVD,0000000,1,43.10466111,-87.97661111
