STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
1,123,4,13,23,13,2,5,0,1,13,2,0,12,5,2,1,2,2,55,1,3,2,2,20,3,0,2,2,0,99,99,23,21,99,99,0,0,0,0,1,7,0,10218,60,99999,2002,US-SR38,0000000,32.945191667,-85.98489167
1,9,4,13,17,58,1,2,0,1,2,3,0,42,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,18,4,99,99,0,0,0,0,1,7,2,10262,0,199,2002,SR-79,0000000,33.804094444,-86.68009444
4,13,4,13,18,34,2,4,0,0,13,6,0,12,4,1,1,5,2,40,1,1,2,1,0,0,1,1,1,0,18,55,18,59,99,99,0,0,0,0,1,7,1,40277,370,0,2002,19TH AV,0000000,33.535025,-112.0996278
4,17,4,13,21,0,1,3,0,0,4,4,0,1,0,1,1,1,2,50,2,1,2,1,40,3,0,2,1,0,20,53,21,0,99,99,0,0,0,0,1,7,1,40278,0,0,2002,BOURDON RANCH RD,0000000,,
4,1,4,13,18,38,1,2,0,0,4,8,3,37,0,9,6,9,9,99,9,9,9,9,99,9,0,1,9,0,99,99,99,99,99,99,0,0,0,0,2,7,0,40516,9999,0,2002,BIA-12,0000000,,
6,77,4,13,17,12,2,3,0,1,12,3,0,38,0,1,4,2,2,65,1,1,2,1,0,0,0,1,1,0,99,99,17,22,0,0,0,14,0,0,1,7,1,60706,0,134,2002,SR-99,0000000,37.883688889,-121.2171389
6,43,4,13,21,5,1,1,0,1,2,3,0,43,0,1,4,1,3,55,2,1,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,1,7,1,60732,0,309,2002,SR-140,0000000,37.556608333,-119.9315833
6,97,4,13,16,49,3,6,0,0,13,3,0,12,5,1,1,2,2,40,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,14,0,0,1,7,0,61114,3490,180,2002,SR-12,0000000,38.442036111,-122.6872333
6,33,4,13,17,40,2,9,0,0,3,3,0,12,4,1,1,1,2,55,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,7,1,61115,0,208,2002,SR-20,0000000,39.044761111,-122.7782389
6,65,4,13,18,22,2,3,0,0,14,6,0,12,5,2,1,2,2,99,1,1,2,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,7,1,61116,750,0,2002,AVENUE 52,0000000,33.671413889,-116.1626778
