STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,LATITUDE,LONGITUD
1,45,4,13,20,12,1,2,1,0,4,4,0,8,0,1,1,1,2,45,1,1,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,10215,0,0,2000,1050,0000000,88888888,888888888
5,105,4,13,18,40,1,1,0,0,6,4,0,1,0,1,1,1,2,35,1,1,4,1,0,0,0,1,1,0,18,48,18,58,99,99,0,0,0,0,1,5,1,50152,0,0,2000,COUNTYLINE RD,0000000,88888888,888888888
6,95,4,13,23,15,1,4,0,1,11,1,0,42,0,1,6,3,3,65,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,60432,4020,28,2000,I-80,0000000,88888888,888888888
6,65,4,13,17,50,1,1,0,0,4,4,0,1,0,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,60802,0,0,2000,CAJALCO ROAD,0000000,88888888,888888888
6,13,4,13,19,3,1,1,0,0,15,6,0,30,0,1,4,1,2,25,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,60946,2090,0,2000,MORELLO AVE,0000000,88888888,888888888
6,19,4,13,18,0,3,10,0,0,4,4,0,12,4,3,1,1,2,55,1,1,2,1,20,3,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,5,0,61374,0,0,2000,HARLAN AVE,0000000,88888888,888888888
6,65,4,13,20,11,2,5,0,0,14,6,0,12,4,2,1,2,2,45,1,1,2,1,20,3,0,3,1,0,99,99,99,99,99,99,0,20,0,0,1,5,0,61375,2650,0,2000,SUNRISE WAY,0000000,88888888,888888888
8,31,4,13,21,38,1,2,1,0,15,6,0,8,0,1,1,1,2,30,1,1,2,1,0,0,0,3,1,0,21,39,21,42,21,56,0,0,0,0,1,5,1,80142,600,0,2000,ZUNI,0000000,88888888,888888888
9,1,4,13,23,20,2,2,0,0,16,6,0,12,2,1,1,4,2,25,1,1,2,1,28,3,0,9,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,90117,170,99999,2000,MAPLEAVENUE,0000000,88888888,888888888
12,11,4,13,17,44,3,8,0,0,13,6,0,12,4,2,1,2,3,45,1,1,2,2,0,0,0,1,2,0,17,44,17,45,99,99,0,0,0,0,2,5,0,120810,1782,99999,2000,W COMMERIAL,0000000,88888888,888888888
12,35,4,13,20,20,1,3,1,1,11,1,0,8,0,1,1,2,2,70,1,1,2,1,0,0,0,2,1,0,20,33,20,35,0,0,0,0,0,0,1,5,1,120811,0,99999,2000,I-95,0000000,88888888,888888888
13,311,4,13,19,56,1,1,0,0,4,3,0,32,0,1,6,1,2,55,2,2,2,2,0,0,0,5,1,0,19,56,20,4,22,15,0,0,0,0,1,5,1,130322,0,20,2000,SR-255,0000000,88888888,888888888
16,1,4,13,17,42,2,4,0,0,13,6,0,7,0,1,1,1,4,50,1,1,2,1,0,0,0,1,1,0,17,42,17,47,99,99,0,0,0,0,1,5,1,160065,0,0,2000,STATE STREET,0000000,88888888,888888888
17,143,4,13,20,20,1,1,0,0,14,4,0,33,0,1,3,2,2,55,1,1,2,1,0,0,0,3,1,0,20,24,20,99,99,99,0,0,0,0,1,5,1,170282,0,0,2000,28,0000000,88888888,888888888
20,37,4,13,20,25,2,5,0,1,2,2,0,12,4,2,1,2,2,55,2,2,2,1,0,0,0,2,1,0,20,29,20,31,21,5,0,0,0,0,3,5,0,200085,0,433,2000,US-69,0000000,88888888,888888888
26,163,4,13,23,45,2,4,0,0,16,6,0,12,4,2,1,4,3,35,1,9,9,1,20,3,0,9,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,260330,1260,6,2000,HARDING,0000000,88888888,888888888
27,3,4,13,18,21,1,3,1,0,16,6,0,9,0,1,1,1,2,30,1,1,2,1,0,0,0,1,1,0,18,24,18,31,18,59,0,0,0,0,1,5,1,270134,1492,1,2000,M230,0000000,88888888,888888888
29,95,4,13,18,0,1,5,0,1,12,2,0,1,0,1,1,2,5,55,2,2,9,1,0,0,0,1,1,0,18,9,18,21,18,28,0,0,0,0,1,5,1,290253,4120,112,2000,US-71,0000000,88888888,888888888
29,145,4,13,19,10,1,1,0,0,6,4,0,36,0,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,19,12,19,27,19,50,0,0,0,0,1,5,1,290254,0,0,2000,OLD71HWY,0000000,88888888,888888888
30,111,4,13,22,16,1,3,1,1,1,1,0,8,0,1,1,2,2,65,1,1,2,4,0,0,0,2,2,0,23,14,99,98,0,0,0,0,0,0,1,5,1,300049,0,447,2000,I-94,0000000,88888888,888888888
35,45,4,13,19,32,1,5,0,0,6,8,3,24,0,1,2,1,2,55,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,2,350076,0,99999,2000,TRIBAL RT 36,0000000,88888888,888888888
36,29,4,13,23,0,1,2,1,1,1,1,0,8,0,1,1,3,3,55,1,1,2,1,0,0,0,2,1,0,23,0,23,5,99,99,0,0,0,0,1,5,1,360239,156,63,2000,I-290,0000000,88888888,888888888
37,31,4,13,17,10,2,4,0,1,2,2,0,12,4,2,1,2,4,55,2,2,2,1,20,3,0,1,1,0,17,17,17,27,17,38,0,0,0,0,2,5,0,370379,0,24,2000,US-70,0000000,88888888,888888888
37,25,4,13,16,41,2,4,0,0,4,3,0,12,2,1,1,1,2,55,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,370498,0,46,2000,SR-200,0000000,88888888,888888888
37,159,4,13,17,10,1,1,0,0,15,4,0,42,0,1,4,1,2,55,2,2,2,2,0,0,0,1,1,0,17,13,17,20,17,55,0,0,0,0,1,5,0,370556,0,19,2000,RP-1238,0000000,88888888,888888888
37,197,4,13,23,50,1,1,0,0,6,4,0,42,0,1,4,1,2,55,2,2,2,2,0,0,0,2,2,0,23,50,0,5,0,34,0,0,0,0,1,5,0,370720,0,7,2000,RP-1502,0000000,88888888,888888888
42,89,4,13,17,42,1,2,1,0,5,3,0,8,0,1,1,1,2,45,1,1,2,1,0,0,0,1,1,0,17,54,18,9,18,31,0,0,0,0,1,5,0,421381,0,3,2000,SR-2008,0000000,88888888,888888888
45,27,4,13,19,35,2,3,0,1,2,3,0,12,4,4,1,1,2,45,1,2,2,2,0,0,0,5,2,0,99,99,19,50,99,99,0,0,0,0,1,5,0,450247,0,986,2000,SR-261,0000000,88888888,888888888
