STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10201,2,2,0,0,0,4,4,3,1493,13,4,2014,1,19,0,1,13,3,SR-59,,37,30.29971389,-87.68294444,0,12,6,0,8,1,0,1,1,10,0,10,0,0000000,99,99,19,5,99,99,0,0,0,1,0
4,40150,1,1,0,0,0,1,1,13,0,13,4,2014,1,19,40,0,6,9,PALO VERDE RD,OLD US 80,0,33.34947778,-112.6770056,0,33,0,0,3,2,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
6,60530,3,3,0,0,0,6,6,85,3340,13,4,2014,1,20,12,1,12,2,US-101,,256,37.2332,-121.7533972,0,12,1,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,14,0,0,1,1
6,61475,2,2,0,0,0,5,5,71,0,13,4,2014,1,18,40,1,2,3,SR-62,,210,34.13510556,-116.2674056,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
9,90103,3,3,0,0,0,5,5,1,700,13,4,2014,1,23,51,1,11,1,I-95,,85,41.05431667,-73.52564444,0,12,1,0,1,1,1,1,3,1,0,1,0,0000000,23,51,99,99,88,88,0,0,0,1,1
12,120616,2,2,0,0,0,2,2,103,570,13,4,2014,1,21,37,1,13,2,US-19,BELLEAIR RD,99998,27.93890278,-82.78729722,0,12,6,1,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
12,120638,3,3,0,0,0,6,6,31,1510,13,4,2014,1,21,45,1,11,1,I-295,,99998,30.21586111,-81.51378056,0,12,7,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
12,120639,1,1,0,0,0,1,1,11,2260,13,4,2014,1,21,26,0,16,6,E PROSPECT RD,,0,26.18133889,-80.13988333,0,39,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
13,130272,1,1,0,0,0,1,1,71,0,13,4,2014,1,21,20,0,4,3,SR-270,,47,31.32333889,-83.93814722,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,20,51,21,13,99,99,20,0,0,1,0
13,130274,2,2,0,0,0,3,3,121,280,13,4,2014,1,22,56,0,14,3,SR-139 / M L KING JR DR,,157,33.76713333,-84.5121,0,12,6,0,1,1,0,1,3,1,0,1,0,0000000,22,56,23,15,23,30,0,0,0,1,1
13,130275,1,1,0,1,1,1,1,135,0,13,4,2014,1,18,13,0,16,4,CR-2907 / KINGS RIDGE DR,SINGLETON RD,0,33.91005,-84.17506111,0,8,0,0,8,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
13,130276,2,2,0,0,0,4,4,219,0,13,4,2014,1,19,53,0,15,3,SR-15,FLAT ROCK RD,93,33.83768056,-83.38389444,0,1,0,0,2,3,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
18,180126,2,2,0,0,0,4,4,97,2210,13,4,2014,1,21,0,0,14,5,30T ST,RALSTON AVE,0,39.81062778,-86.13103889,0,12,6,0,2,2,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
20,200079,1,1,0,0,0,1,1,75,5330,13,4,2014,1,22,53,1,2,2,US-50,,199,37.96662222,-101.6946333,0,1,0,0,1,1,0,4,2,11,0,11,0,0000000,22,53,22,59,88,88,0,0,0,1,0
21,210143,2,2,0,1,1,4,4,107,2150,13,4,2014,1,17,0,0,14,2,US-41,,147,37.30991667,-87.50677778,0,12,7,0,1,1,0,1,1,1,0,1,0,0000000,17,12,17,27,17,41,0,0,0,1,0
21,210144,1,1,0,0,0,2,2,95,195,13,4,2014,1,17,58,0,3,2,US-421,,181,36.87604444,-83.31880278,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,18,0,18,11,18,35,0,0,0,1,0
21,210145,1,1,0,0,0,1,1,127,0,13,4,2014,1,21,46,1,2,2,US-23,,93,38.00779167,-82.665225,0,24,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
22,220159,1,1,0,0,0,1,1,33,0,13,4,2014,1,21,2,0,6,4,CR-MILLDALE ROAD,,0,30.66383056,-91.00276111,0,42,0,0,1,1,0,4,2,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,1
27,270059,2,2,0,0,0,2,2,81,0,13,4,2014,1,17,3,1,2,2,US-14,,57,44.26978333,-96.33827222,0,12,8,0,1,1,0,1,1,10,6,6,0,0000000,17,1,17,16,99,99,0,0,0,1,0
27,270060,2,2,0,0,0,5,5,67,0,13,4,2014,1,18,14,1,2,2,US-71,SR-7,1102,44.93533889,-95.04405278,0,12,6,0,2,2,0,1,1,10,0,10,0,0000000,18,16,18,19,99,99,0,0,0,1,0
31,310092,1,1,0,0,0,1,1,55,3620,13,4,2014,1,21,45,0,16,6,STORZ EXPRESSWAY,,0,41.30284722,-95.95159167,0,24,0,0,1,1,0,4,3,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,1,1
34,340108,2,2,0,0,0,3,3,1,0,13,4,2014,1,19,29,0,3,4,CR-655,,0,39.49245278,-74.95027778,0,12,2,0,1,1,0,1,5,1,0,1,0,0000000,19,18,19,21,88,88,0,0,0,1,1
34,340148,1,1,0,0,0,1,1,25,2880,13,4,2014,1,17,22,0,6,6,ROBBINSVILLE CLARKSBURG RD,,0,40.2121,-74.50611111,0,42,0,0,1,1,0,5,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
36,360194,1,1,0,0,0,1,1,71,6163,13,4,2014,1,17,10,0,6,5,ARDEN VALLEY RD,,0,41.26531944,-74.15356667,0,18,0,0,1,1,0,4,1,1,0,1,0,0000000,17,12,17,20,18,30,0,0,0,1,1
42,420206,2,2,0,0,0,3,3,85,0,13,4,2014,1,17,8,0,4,2,US-19 PERRY HWY,,224,41.43344722,-80.20917222,0,12,2,0,8,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
42,420231,1,1,0,0,0,1,1,81,0,13,4,2014,1,18,21,0,14,3,SR-118 WATER ST,,5,41.238075,-76.716775,0,59,0,0,1,1,0,4,1,1,0,1,0,0000000,18,20,18,26,88,88,0,0,0,1,1
44,440011,2,2,0,0,0,3,3,3,230,13,4,2014,1,21,3,1,11,1,I-95 N,,0,41.73815,-71.44675556,0,12,7,0,1,1,0,1,3,1,0,1,0,0000000,21,1,21,9,21,27,0,0,0,1,1
45,450231,1,1,0,0,0,5,5,83,0,13,4,2014,1,22,20,0,4,4,CR-BUNCHE LANE,,0,35.00318611,-81.80918333,0,1,0,0,1,1,0,5,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
