STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,LATITUDE,LONGITUD
28,3,4,13,22,2,1,1,0,0,6,4,0,25,0,1,5,1,2,45,1,1,2,1,0,0,0,2,1,0,22,24,22,47,23,2,0,0,0,0,1,3,0,280151,0,7,1999,NO NAME RD,0000000,88888888,888888888
29,99,4,13,21,45,2,2,0,0,3,3,0,12,4,4,1,1,2,55,2,2,2,1,0,0,0,2,1,0,21,46,21,48,99,99,0,0,0,0,1,3,0,290232,0,240,1999,SR-21,0000000,88888888,888888888
31,55,4,13,18,37,2,2,0,1,2,2,0,12,4,2,1,1,2,55,1,1,1,1,20,3,0,1,1,0,18,37,18,43,99,99,0,0,0,0,1,3,1,310062,0,1686,1999,US-275,0000000,88888888,888888888
32,31,4,13,21,3,1,2,0,0,13,6,0,35,0,3,4,2,3,40,1,1,2,1,20,3,0,3,1,2,21,4,21,12,21,30,0,0,0,0,1,3,2,320122,190,0,1999,SPARKS BLVD,0000000,88888888,888888888
35,39,4,13,21,45,1,1,0,0,3,2,0,1,0,1,6,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,3,1,350065,0,1372,1999,US-64,0000000,88888888,888888888
36,29,4,13,21,33,1,3,1,0,3,3,0,8,0,1,1,1,4,55,1,1,2,1,0,0,0,3,1,0,21,33,21,38,0,0,0,0,0,0,1,3,0,360214,1899,85,1999,SR-5,0000000,88888888,888888888
37,63,4,13,22,45,1,3,1,0,16,6,0,8,0,1,1,1,2,35,1,1,2,1,0,0,2,2,1,0,99,99,22,52,99,99,0,0,0,0,1,3,1,370297,1360,99999,1999,S ALSTON AVENUE,0000000,88888888,888888888
37,97,4,13,21,39,1,1,0,0,6,4,0,32,0,4,2,1,2,55,2,1,2,1,0,0,0,2,1,0,99,99,21,45,99,99,0,0,0,0,1,3,1,370321,0,99999,1999,RP-2152,0000000,88888888,888888888
37,155,4,13,18,0,2,3,0,1,13,2,0,12,4,7,1,3,4,55,1,4,2,1,0,0,0,1,1,0,18,4,18,14,18,59,0,0,0,0,1,3,1,370350,2770,99999,1999,US-74,0000000,88888888,888888888
42,29,4,13,18,2,3,5,0,0,15,3,0,12,1,4,1,1,2,35,1,3,2,1,0,0,0,1,1,0,18,4,18,7,18,45,0,0,0,0,1,3,0,420338,0,28,1999,SR-2007,0000000,88888888,888888888
48,1,4,13,22,25,1,2,0,0,4,8,0,35,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,480742,0,163,1999,FM321,0000000,88888888,888888888
48,355,4,13,21,0,1,2,1,0,16,5,0,8,0,1,1,1,4,35,1,1,2,1,0,0,0,3,1,0,21,2,21,6,21,13,0,0,0,0,1,3,0,480744,1550,0,1999,MORGANAVE,0000000,88888888,888888888
48,439,4,13,16,20,5,7,0,1,13,3,0,12,4,2,1,2,3,40,1,1,2,2,0,0,0,1,2,0,16,21,16,27,99,99,0,0,0,0,1,3,0,480746,2450,5,1999,SR-183,0000000,88888888,888888888
53,25,4,13,18,30,1,7,0,0,6,4,0,3,0,1,5,1,2,50,1,3,4,1,40,3,0,1,1,0,18,56,19,6,19,23,0,0,0,0,5,3,0,530134,0,4,1999,34100,0000000,88888888,888888888
55,85,4,13,18,15,1,1,0,0,6,5,0,42,0,1,4,1,2,35,2,3,2,1,0,0,0,1,1,0,6,21,6,32,0,0,0,0,0,0,1,3,1,550113,0,0,1999,LIMBERLOST RD,0000000,88888888,888888888
