STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,ROAD_FNC,HARM_EV,MAN_COLL,SCH_BUS,VEH_NO,MAKE,BODY_TYP,MOD_YEAR,ROLLOVER,TOW_VEH,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,IMPACTS,FIRE_EXP,WGTCD_TR,PER_NO,N_MOT_NO,AGE,SEX,PER_TYP,SEAT_POS,LOCATION,EJECTION,EXTRICAT,ALC_DET,DRINKING,INJ_SEV,HOSPITAL,DEATH_MO,DEATH_DA,DEATH_YR,DEATH_HR,DEATH_MN,LAG_HRS,LAG_MINS,P_CF1,P_CF2,P_CF3,WORK_INJ,ST_CASE,MAK_MOD,VIN_WGT,WHLBS_SH,WHLBS_LG,MCYCL_DS,DEATH_TM,CERT_NO,SER_TR,VINA_MOD,VIN_BT,REST_USE,AIR_BAG,EJ_PATH,DRUGS,DRUG_DET,DRUGTEST,DRUG_RES,ALC_RES
6,1,4,13,20,10,1,15,8,0,0,1,12,31,85,0,0,0,0,12,12,1,0,1,1,0,41,1,1,11,0,0,0,9,0,0,0,0,0,0,0,0,,,0,0,0,8,61019,12481,,,,,0,000000000000,COF,F15,PK,9,9,0,8,8,0,0,96
12,25,4,13,22,4,1,14,8,0,0,0,,,,,,,,,,,,,1,1,83,2,5,0,11,0,0,9,0,4,1,4,13,92,22,42,0,38,3,0,0,0,120511,,,,,,2242,************,,,,0,0,0,8,8,9,99,96
12,25,4,13,22,4,1,14,8,0,0,0,,,,,,,,,,,,,2,1,85,1,5,0,11,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,120511,,,,,,0,000000000000,,,,0,0,0,8,8,9,99,96
12,25,4,13,22,4,1,14,8,0,0,1,18,4,87,0,0,0,0,1,1,1,0,,1,0,24,1,1,11,0,0,0,9,0,0,0,0,0,0,0,0,,,0,0,0,8,120511,18399,3137,1108,0,,0,000000000000,***,LLF,CP,3,9,0,1,1,1,4,96
12,9,4,13,17,14,2,12,12,4,0,1,12,9,88,0,0,0,0,1,3,2,0,,1,0,77,2,1,11,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,8,120744,12399,3820,1142,0,,0,000000000000,***,CVL,4D,8,9,0,8,8,9,99,0
12,9,4,13,17,14,2,12,12,4,0,1,12,9,88,0,0,0,0,1,3,2,0,,2,0,65,2,2,13,0,0,0,9,8,2,1,0,0,0,0,0,,,0,0,0,8,120744,12399,3820,1142,0,,0,000000000000,***,CVL,4D,8,9,0,8,8,9,99,96
12,9,4,13,17,14,2,12,12,4,0,2,72,80,73,0,0,0,0,11,1,1,0,,1,0,31,1,1,11,0,0,0,1,9,4,1,4,13,92,17,46,0,32,0,0,0,0,120744,72799,,,,1000,1746,************,***,XLH,RS,5,9,0,8,8,0,0,11
12,1,4,13,17,10,1,6,42,0,0,1,7,2,79,2,0,0,0,12,12,1,0,,1,0,32,1,1,11,0,1,0,9,1,4,1,4,14,92,11,50,18,40,0,0,0,0,120763,7399,1945,906,990,,1150,************,***,CLT,CP,0,9,9,8,8,9,99,0
12,11,4,13,20,38,1,12,8,0,0,0,,,,,,,,,,,,,1,1,21,1,5,0,11,0,0,9,8,4,1,4,13,92,20,40,0,2,1,0,0,0,120783,,,,,,2040,************,,,,0,0,0,8,8,9,99,96
12,11,4,13,20,38,1,12,8,0,0,0,,,,,,,,,,,,,2,1,18,1,5,0,11,0,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,120783,,,,,,0,000000000000,,,,0,0,0,8,8,9,99,96
12,11,4,13,20,38,1,12,8,0,0,1,18,4,84,0,0,0,0,99,99,1,0,,1,0,99,9,1,11,0,0,0,9,9,0,0,0,0,0,0,0,,,0,0,0,8,120783,18399,2711,1049,0,,0,000000000000,***,CLM,4D,9,9,0,9,8,9,99,99
18,155,4,13,16,43,1,99,1,0,0,1,37,80,79,0,0,0,0,0,0,0,0,,1,0,18,1,1,11,0,0,0,9,8,4,1,4,13,92,17,33,0,50,0,0,0,9,180183,37706,,,,395,1733,************,***,CM4,RS,0,9,0,8,8,1,1,0
31,151,4,13,18,0,1,6,1,0,0,1,12,31,72,1,0,0,0,0,0,0,0,2,1,0,78,1,1,11,0,0,0,9,1,4,0,4,13,92,18,0,0,0,0,0,0,0,310059,12481,,,,,1800,************,COF,F25,PK,0,9,0,0,8,0,0,4
31,151,4,13,18,0,1,6,1,0,0,1,12,31,72,1,0,0,0,0,0,0,0,2,2,0,76,2,2,13,0,0,0,9,8,1,1,0,0,0,0,0,,,0,0,0,8,310059,12481,,,,,0,000000000000,COF,F25,PK,0,9,0,8,8,0,0,15
36,87,4,13,18,47,2,14,12,2,0,1,48,6,90,0,0,0,0,12,12,1,0,,1,0,48,1,1,11,0,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,360393,48034,2910,1016,0,,0,000000000000,***,LTS,SW,3,9,0,0,8,9,99,99
36,87,4,13,18,47,2,14,12,2,0,1,48,6,90,0,0,0,0,12,12,1,0,,2,0,43,2,2,13,0,0,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,360393,48034,2910,1016,0,,0,000000000000,***,LTS,SW,9,9,0,8,8,0,0,96
36,87,4,13,18,47,2,14,12,2,0,2,12,2,90,0,0,0,0,12,10,1,0,,1,0,57,2,1,11,0,0,0,9,0,4,1,4,13,92,19,50,1,3,0,0,0,0,360393,12018,2970,990,0,,1950,************,***,PLX,2H,3,9,0,0,8,1,1,0
36,47,4,13,17,19,1,13,8,0,0,0,,,,,,,,,,,,,1,1,26,2,5,0,1,0,0,9,8,4,1,4,13,92,18,20,1,1,0,0,0,9,360462,,,,,,1820,************,,,,0,0,0,8,8,1,1,0
36,47,4,13,17,19,1,13,8,0,0,0,,,,,,,,,,,,,2,1,4,2,5,0,1,0,0,9,8,4,1,4,13,92,20,5,2,46,0,0,0,9,360462,,,,,,2005,************,,,,0,0,0,8,8,1,1,0
36,47,4,13,17,19,1,13,8,0,0,1,35,4,88,0,0,0,0,12,12,1,0,,1,0,24,1,1,11,0,0,0,9,0,2,0,0,0,0,0,0,,,0,0,0,8,360462,35042,2684,1004,0,,0,000000000000,***,STA,4D,3,9,0,0,8,9,99,99
37,49,4,13,16,25,2,13,13,2,0,1,6,4,82,0,0,0,0,12,12,1,0,,1,0,42,1,1,11,0,0,0,9,0,4,0,4,13,92,16,25,0,0,0,0,0,0,370289,6010,3510,1127,0,,1625,************,***,NY,4D,3,9,0,8,8,1,1,0
37,49,4,13,16,25,2,13,13,2,0,1,6,4,82,0,0,0,0,12,12,1,0,,2,0,36,1,2,13,0,0,0,9,0,4,0,4,13,92,16,25,0,0,0,0,0,0,370289,6010,3510,1127,0,,1625,************,***,NY,4D,0,9,0,8,8,0,0,0
37,49,4,13,16,25,2,13,13,2,0,1,6,4,82,0,0,0,0,12,12,1,0,,3,0,52,1,2,21,0,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,370289,6010,3510,1127,0,,0,000000000000,***,NY,4D,0,9,0,8,8,0,0,0
37,49,4,13,16,25,2,13,13,2,0,1,6,4,82,0,0,0,0,12,12,1,0,,4,0,51,1,2,23,0,0,0,9,0,4,0,4,13,92,16,25,0,0,0,0,0,0,370289,6010,3510,1127,0,,1625,************,***,NY,4D,0,9,0,8,8,0,0,0
37,49,4,13,16,25,2,13,13,2,0,2,14,2,77,0,0,0,0,12,12,1,0,,1,0,23,2,1,11,0,0,0,9,0,2,1,0,0,0,0,0,,,0,0,0,8,370289,14399,2964,1030,1099,,0,000000000000,***,COM,2D,0,9,0,8,8,9,99,96
37,49,4,13,16,25,2,13,13,2,0,2,14,2,77,0,0,0,0,12,12,1,0,,2,0,2,2,2,12,0,0,0,9,0,1,9,0,0,0,0,0,,,0,0,0,8,370289,14399,2964,1030,1099,,0,000000000000,***,COM,2D,0,9,0,8,8,9,99,96
37,49,4,13,16,25,2,13,13,2,0,2,14,2,77,0,0,0,0,12,12,1,0,,3,0,20,1,2,13,0,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,370289,14399,2964,1030,1099,,0,000000000000,***,COM,2D,0,9,0,8,8,9,99,96
39,141,4,13,20,18,1,6,42,0,0,1,12,2,86,0,0,0,0,9,9,1,0,,1,0,17,1,1,11,0,0,0,9,0,1,0,0,0,0,0,0,,,0,0,0,8,390675,12003,2800,1005,0,,0,000000000000,***,MLG,3D,3,9,0,0,8,0,0,96
39,141,4,13,20,18,1,6,42,0,0,1,12,2,86,0,0,0,0,9,9,1,0,,2,0,15,1,2,13,0,0,9,9,9,4,1,4,13,92,21,54,1,36,0,0,0,9,390675,12003,2800,1005,0,,2154,************,***,MLG,3D,0,9,0,9,8,9,99,99
41,35,4,13,20,39,1,4,1,0,0,1,7,30,89,1,0,0,0,0,0,0,0,1,1,0,33,2,1,11,0,1,0,9,8,4,0,4,13,92,20,39,0,0,0,0,0,0,410111,7472,,,,,2039,************,DAK,DAK,PK,0,9,9,8,8,1,4,6
41,35,4,13,20,39,1,4,1,0,0,1,7,30,89,1,0,0,0,0,0,0,0,1,2,0,9,2,2,12,0,1,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,410111,7472,,,,,0,000000000000,DAK,DAK,PK,0,9,9,8,8,0,0,96
41,35,4,13,20,39,1,4,1,0,0,1,7,30,89,1,0,0,0,0,0,0,0,1,3,0,12,2,2,13,0,1,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,410111,7472,,,,,0,000000000000,DAK,DAK,PK,0,9,9,8,8,0,0,96
41,35,4,13,20,39,1,4,1,0,0,1,7,30,89,1,0,0,0,0,0,0,0,1,4,0,6,1,2,13,0,1,0,9,8,4,0,4,13,92,20,39,0,0,0,0,0,0,410111,7472,,,,,2039,************,DAK,DAK,PK,0,9,9,8,8,0,0,96
41,35,4,13,20,39,1,4,1,0,0,1,7,30,89,1,0,0,0,0,0,0,0,1,5,0,5,2,2,19,0,1,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,410111,7472,,,,,0,000000000000,DAK,DAK,PK,0,9,9,8,8,0,0,96
42,97,4,13,17,10,1,5,1,0,0,1,7,3,91,1,0,0,0,13,3,1,0,,1,0,22,1,1,11,0,1,0,1,0,4,1,4,13,92,18,1,0,51,0,0,0,0,420315,7015,2790,970,0,,1801,************,***,DES,2H,0,3,9,8,8,0,0,0
45,19,4,13,18,19,2,13,12,4,0,1,7,31,73,0,0,0,0,12,12,1,0,1,1,0,61,1,1,11,0,0,0,1,1,3,9,0,0,0,0,0,,,0,0,0,8,450172,7481,,,,,0,000000000000,D10,D10,PK,0,9,0,0,8,2,97,97
45,19,4,13,18,19,2,13,12,4,0,2,22,4,84,0,0,0,0,10,6,2,0,,1,0,18,2,1,11,0,0,1,9,0,4,0,4,13,92,18,26,0,7,0,0,0,0,450172,22002,2078,943,973,,1826,************,***,T10,4H,3,9,0,0,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,1,12,2,85,0,0,0,0,11,3,3,0,,1,0,23,1,1,11,0,0,0,9,1,2,1,0,0,0,0,0,,,0,0,0,8,470245,12003,2592,1005,0,,0,000000000000,***,MLX,2D,0,9,0,8,8,1,1,5
47,179,4,13,20,25,3,15,12,6,0,1,12,2,85,0,0,0,0,11,3,3,0,,2,0,35,1,2,13,0,0,0,9,8,4,1,4,13,92,99,99,999,99,0,0,0,0,470245,12003,2592,1005,0,,9999,************,***,MLX,2D,0,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,1,12,2,85,0,0,0,0,11,3,3,0,,3,0,22,1,2,21,0,0,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,470245,12003,2592,1005,0,,0,000000000000,***,MLX,2D,0,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,1,12,2,85,0,0,0,0,11,3,3,0,,4,0,25,1,2,23,0,0,0,9,8,3,1,0,0,0,0,0,,,0,0,0,8,470245,12003,2592,1005,0,,0,000000000000,***,MLX,2D,0,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,2,20,2,88,0,0,0,0,12,12,1,0,,1,0,29,2,1,11,0,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,470245,20016,2443,1012,0,,0,000000000000,***,CZ2,CP,0,9,0,8,8,1,1,0
47,179,4,13,20,25,3,15,12,6,0,2,20,2,88,0,0,0,0,12,12,1,0,,2,0,60,2,2,21,0,0,0,9,8,3,9,0,0,0,0,0,,,0,0,0,8,470245,20016,2443,1012,0,,0,000000000000,***,CZ2,CP,0,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,2,20,2,88,0,0,0,0,12,12,1,0,,3,0,1,1,2,13,0,0,0,9,8,1,1,0,0,0,0,0,,,0,0,0,8,470245,20016,2443,1012,0,,0,000000000000,***,CZ2,CP,4,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,3,48,4,82,0,0,0,0,11,11,1,0,,1,0,17,1,1,11,0,0,0,9,9,9,0,0,0,0,0,0,,,0,0,0,8,470245,48031,2190,969,0,,0,000000000000,***,GL,4D,9,9,0,8,8,0,0,96
47,179,4,13,20,25,3,15,12,6,0,3,48,4,82,0,0,0,0,11,11,1,0,,2,0,20,1,2,13,0,0,0,9,8,0,0,0,0,0,0,0,,,0,0,0,8,470245,48031,2190,969,0,,0,000000000000,***,GL,4D,8,9,0,8,8,0,0,96
54,91,4,13,19,55,1,3,24,0,0,1,20,31,69,2,0,0,0,1,1,1,0,9,1,0,32,1,1,11,0,0,0,1,1,3,1,0,0,0,0,0,,,0,0,0,8,540090,20481,9999,9999,9999,9999,0,000000000000,999,999,99,0,9,0,1,1,2,6,18
54,91,4,13,19,55,1,3,24,0,0,1,20,31,69,2,0,0,0,1,1,1,0,9,2,0,30,1,2,13,0,1,0,1,1,4,0,4,13,92,19,57,0,2,0,0,0,0,540090,20481,9999,9999,9999,9999,1957,************,999,999,99,0,9,2,8,8,0,0,22
