STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10192,1,1,0,0,0,1,1,89,1730,13,4,2013,7,16,27,1,13,2,US-SR 53,,3300,34.71517778,-86.54578889,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,16,34,88,88,0,0,0,1,0
1,10210,1,1,0,0,0,1,1,73,350,13,4,2013,7,21,21,0,14,6,RAJ BLVD,,0,33.54022778,-86.77568889,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,21,40,99,99,0,0,0,1,0
4,40228,1,1,0,1,1,3,3,13,370,13,4,2013,7,20,34,1,13,6,GRAND AVE,,0,33.47011111,-112.1048139,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,20,37,20,41,88,88,0,0,0,1,1
6,60512,1,1,0,0,0,1,1,41,2460,13,4,2013,7,18,40,1,12,2,US-101,,191,38.0777,-122.5432,0,7,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
6,60513,1,1,0,0,0,4,4,37,2645,13,4,2013,7,20,13,1,12,3,SR-14,,627,34.61631667,-118.1531083,0,33,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
6,60834,1,1,0,1,1,1,1,71,3210,13,4,2013,7,20,16,0,15,6,GOLDEN AVE,E DATE ST,0,34.14130833,-117.2610972,0,15,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
6,60890,2,2,0,0,0,4,4,67,0,13,4,2013,7,21,35,0,3,4,CR-SAN JUAN AVE,CR-PALM AVE,0,38.661075,-121.2922,0,12,6,0,2,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1
6,60898,2,2,0,0,0,3,3,37,1980,13,4,2013,7,20,15,1,12,3,SR-134,,36,34.1552,-118.3178694,0,12,1,0,1,1,0,1,5,10,0,10,0,0000000,99,99,99,99,99,99,26,0,0,1,1
6,62197,1,1,0,1,1,2,2,65,612,13,4,2013,7,19,45,0,13,6,E PALM CYN DR,,0,33.79025556,-116.4851806,0,9,0,0,8,1,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
12,120537,1,1,0,0,0,19,19,97,0,13,4,2013,7,19,10,1,13,3,SR-91,,99998,27.814875,-81.00213611,0,1,0,0,1,1,0,1,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
13,130312,1,1,0,0,0,1,1,17,0,13,4,2013,7,22,9,0,4,3,SR-206,BROXTON FITZGERALD HWY,87,31.68698056,-83.05094167,0,42,0,0,3,3,0,5,2,1,0,1,0,0000000,22,19,22,33,88,88,0,0,0,1,1
13,130314,2,2,0,0,0,3,3,129,0,13,4,2013,7,22,13,1,11,1,I-75,,77,34.51441111,-84.91888611,0,12,7,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
17,170189,1,1,0,0,0,1,1,19,0,13,4,2013,7,21,15,1,11,1,I-72,,1794,40.12038333,-88.35480556,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,21,15,99,99,99,99,0,0,0,1,1
17,170193,1,1,0,0,0,2,2,79,0,13,4,2013,7,17,9,0,6,5,1300TH N,,0,39.04000833,-88.13060278,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,17,9,99,99,99,99,0,0,0,1,1
17,170195,1,1,0,1,1,1,1,119,160,13,4,2013,7,21,26,0,14,6,BROADWAY ST,,0,38.88573333,-90.13184167,0,9,0,0,1,1,0,1,2,1,0,1,0,0000000,21,26,99,99,88,88,0,0,0,1,1
17,170222,1,1,0,0,0,1,1,31,1670,13,4,2013,7,22,40,0,15,6,DIVISION ST,KARLOV AVE,0,41.90265,-87.72873611,0,38,0,0,1,1,0,4,2,1,0,1,0,0000000,22,44,99,99,99,99,0,0,0,1,1
17,170229,1,1,0,0,0,3,3,55,760,13,4,2013,7,22,9,0,6,4,CR-27,,0,37.96468333,-88.96873889,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,22,9,99,99,99,99,0,0,0,1,1
17,170231,1,1,0,0,0,1,1,23,0,13,4,2013,7,20,51,0,4,4,CR-32,,0,39.28469722,-87.62411667,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,20,51,99,99,88,88,0,0,0,1,1
18,180246,2,2,0,0,0,2,2,97,2210,13,4,2013,7,23,5,0,16,5,21ST ST,KENYON AVE,0,39.79631111,-86.055925,0,12,6,0,3,3,0,1,2,1,0,1,0,0000000,23,5,23,9,99,99,0,0,0,1,0
19,190059,2,2,0,0,0,2,2,133,0,13,4,2013,7,20,51,0,6,4,CR-185TH ST.,,0,42.09125556,-96.26101111,0,12,2,0,1,1,0,1,2,10,0,10,0,0000000,20,50,21,7,22,20,0,0,0,1,2
21,210130,3,3,0,0,0,5,5,17,0,13,4,2013,7,21,19,1,2,2,US-68,,76,38.27456389,-84.16582222,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
24,240097,1,1,0,1,1,1,1,5,0,13,4,2013,7,20,23,0,13,2,US-40,CO-5049,155,39.32133889,-76.50635556,0,8,0,0,2,3,0,1,3,10,1,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
28,280145,2,2,0,0,0,3,3,1,0,13,4,2013,7,19,23,1,2,2,US-84,,99998,31.55798056,-91.23590833,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,19,23,20,20,20,45,0,0,0,1,1
29,290144,2,2,0,0,0,3,3,183,7100,13,4,2013,7,17,0,0,14,6,WILLOTT RD,,18,38.77568333,-90.59334167,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,0
35,350054,2,2,0,0,0,3,3,35,0,13,4,2013,7,18,21,0,6,5,ESCONDIDO ST,LUNA DR,0,32.03026111,-106.35685,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
37,370283,1,1,0,1,1,1,1,195,0,13,4,2013,7,18,17,0,6,6,WEBB LAKE RD,,0,35.72151111,-77.75261667,0,53,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
37,370285,1,1,0,0,0,1,1,199,0,13,4,2013,7,19,13,0,4,3,SR-80,,99999,35.79046389,-82.20425833,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,19,9,19,32,19,44,0,0,0,1,0
37,370331,1,1,0,0,0,1,1,119,870,13,4,2013,7,20,42,0,14,6,BEATTIES FORD RD,HAMILTON CIRCLE,0,35.30063333,-80.85524167,0,34,0,0,3,3,0,4,3,1,0,1,0,0000000,20,41,20,46,21,5,0,0,0,1,1
39,390109,1,1,0,0,0,1,1,35,960,13,4,2013,7,23,46,1,11,1,I-90,,218,41.54478611,-81.617225,0,25,0,0,1,1,0,3,3,10,0,10,0,0000000,23,48,23,52,0,40,0,0,0,1,1
40,400101,1,1,0,0,0,1,1,31,0,13,4,2013,7,18,2,0,6,4,CR-GORE,,0,34.60846389,-98.219325,0,59,0,0,1,1,0,4,1,1,0,1,0,0000000,18,3,18,18,88,88,0,0,0,1,0
40,400106,1,1,0,0,0,1,1,71,0,13,4,2013,7,21,2,0,6,4,CR-PRENTICE,,0,36.78171111,-97.01381944,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,20,53,21,1,88,88,0,0,0,1,1
41,410058,1,1,0,1,1,4,4,51,1650,13,4,2013,7,19,22,1,13,6,SE DIVISION ST,,0,45.50411944,-122.5168306,0,8,0,0,1,1,0,1,5,1,0,1,0,0000000,19,22,19,25,88,88,0,0,0,1,0
47,470201,1,1,0,0,0,1,1,135,0,13,4,2013,7,18,10,1,2,2,US-412 SR-20,,90,35.61771111,-87.88499722,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
48,480764,2,2,0,0,0,6,6,29,6090,13,4,2013,7,23,56,1,12,2,US-90,,71,29.38377222,-98.69356944,0,12,6,1,18,1,0,1,2,1,0,1,0,0000000,0,9,0,25,0,55,0,0,0,4,1
48,480765,1,1,0,0,0,1,1,59,0,13,4,2013,7,20,50,0,6,4,CR-100,,0,32.502425,-99.60561111,0,38,0,0,1,1,0,4,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
48,480766,1,1,0,0,0,1,1,61,0,13,4,2013,7,18,21,0,15,8,FM 3069,,0,26.12938889,-97.433775,0,43,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
48,480767,3,3,0,0,0,4,4,113,5730,13,4,2013,7,22,50,1,12,2,US-75 CENTRAL EXPY,,38,32.94008889,-96.74581111,0,12,1,1,18,1,0,1,3,1,0,1,0,0000000,22,57,23,9,23,39,0,0,0,1,1
48,480768,2,2,0,0,0,2,2,157,0,13,4,2013,7,18,30,0,6,7,CR-ALIEF CLODINE,,0,29.70781944,-95.68706667,0,33,0,1,19,1,0,10,1,1,0,1,0,0000000,99,99,99,99,99,99,14,0,0,1,0
48,480771,1,1,0,1,1,5,5,427,2582,13,4,2013,7,22,5,1,2,2,US-83,,353,26.329475,-98.69691944,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,98,99,98,88,88,0,0,0,1,0
