STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
1,55,4,13,95,18,15,1,2,0,16,6,0,8,0,1,1,1,2,25,1,1,2,1,0,0,0,1,1,0,99,99,18,19,99,99,0,0,0,0,1,5,0,10257,0,1280,6214,0000000,1
5,37,4,13,95,18,57,2,5,1,12,2,0,12,4,10,1,1,4,40,1,1,9,1,28,3,0,1,1,0,18,58,19,4,19,34,0,0,0,0,1,5,1,50123,0,4260,64-16,0000000,0
5,125,4,13,95,23,27,1,2,0,16,6,0,10,0,6,1,1,2,40,1,2,2,1,61,3,0,3,1,0,23,34,23,40,0,0,0,0,0,0,2,5,1,50124,0,1780,HASBROOK,668074P,0
6,37,4,13,95,21,50,1,1,0,14,6,0,1,0,1,1,1,2,25,2,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,60806,0,1980,EL PASO DR,0000000,0
6,37,4,13,95,23,15,1,2,0,16,4,0,14,0,1,7,1,2,35,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,4,0,0,1,5,0,60807,0,0,IVY ST,0000000,0
12,95,4,13,95,21,53,2,3,0,12,2,0,8,0,1,1,1,4,55,1,1,1,1,0,0,2,2,1,0,21,56,22,2,99,99,0,0,0,0,1,5,0,120583,99999,0,SR 600,0000000,1
12,31,4,13,95,20,10,2,2,0,12,2,0,12,4,1,1,2,4,45,1,1,1,1,0,0,0,5,1,0,20,13,20,23,0,0,0,0,0,0,1,5,0,120606,99999,1510,SR 15,0000000,0
12,71,4,13,95,19,2,1,1,0,6,6,0,30,0,1,2,1,2,45,1,1,2,1,0,0,0,1,1,0,19,4,19,13,0,0,0,0,0,0,1,5,0,121085,99999,0,W. 17 ST.,0000000,0
13,207,4,13,95,20,52,1,1,0,6,4,0,37,0,1,6,1,1,55,1,1,4,1,0,0,0,2,1,0,20,52,20,58,0,0,0,0,0,0,1,5,0,130312,12,0,57,0000000,0
17,113,4,13,95,18,10,2,2,1,2,2,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,18,17,18,99,0,0,0,0,0,0,1,5,0,170337,95,0,24,0000000,0
