STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
18,133,4,13,95,17,33,1,2,0,6,4,0,42,0,1,6,1,2,45,2,2,2,1,0,0,0,1,1,0,17,39,17,52,18,25,0,2,0,0,1,5,0,180205,0,0,1050S,0000000,0
26,121,4,13,95,21,0,1,1,0,3,3,0,1,0,1,6,1,2,55,2,1,2,1,0,0,0,2,1,0,21,2,21,10,99,99,0,0,0,0,1,5,1,260165,109,0,120,0000000,0
27,3,4,13,95,19,51,1,1,0,5,4,0,27,0,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,19,51,19,56,20,19,0,0,0,0,1,5,1,270112,8,671,52,0000000,0
28,89,4,13,95,16,22,1,2,0,4,4,0,8,0,1,1,1,2,30,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,280172,43,400,OLD CANTON,0000000,1
29,186,4,13,95,17,50,1,1,0,4,2,0,42,0,1,6,1,2,55,1,2,2,1,0,0,0,1,1,0,17,51,18,11,0,0,0,0,0,0,1,5,1,290215,20,0,61,0000000,0
34,3,4,13,95,23,7,1,2,0,14,3,0,8,0,1,1,1,4,30,1,1,2,2,0,0,2,3,2,0,99,99,99,99,99,99,0,0,0,0,1,5,1,340151,0,1060,67,0000000,1
36,83,4,13,95,18,30,1,1,0,5,4,0,5,0,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,18,28,18,39,19,17,0,0,0,0,1,5,0,360294,0,0,15,0000000,0
36,103,4,13,95,20,50,2,3,0,13,3,0,12,4,2,1,1,2,45,1,1,1,2,0,0,0,3,2,0,99,99,21,15,21,55,0,0,0,0,1,5,0,360335,52,0,112,0000000,0
42,111,4,13,95,17,36,2,7,0,3,3,0,12,2,1,1,1,2,55,1,2,2,1,0,0,0,1,1,0,17,38,17,46,18,20,0,0,0,0,1,5,0,420299,33,0,281,0000000,0
42,21,4,13,95,19,24,2,2,0,4,3,0,12,5,1,1,1,2,55,2,1,2,2,0,0,0,5,4,0,19,24,19,28,20,18,0,0,0,0,1,5,0,420315,23,2385,4031,0000000,0
42,39,4,13,95,20,30,1,1,0,4,3,0,24,0,1,4,1,2,55,1,1,2,2,0,0,0,2,2,0,23,7,99,99,99,99,0,0,0,0,1,5,1,420359,75,0,86,0000000,0
47,129,4,13,95,17,15,1,1,0,3,3,0,1,0,1,4,1,2,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,470235,158,0,SR62,0000000,0
48,439,4,13,95,18,45,2,3,0,16,5,0,13,2,1,1,2,2,40,1,1,1,1,0,0,0,1,1,0,18,54,18,56,99,99,0,0,0,0,1,5,1,480676,0,2800,GREATSWPKW,0000000,0
48,177,4,13,95,20,5,1,3,1,1,1,0,1,0,1,4,2,2,65,1,1,2,1,0,0,0,5,1,0,20,8,20,22,21,23,0,0,0,0,1,5,0,480677,46,0,I10,0000000,0
48,497,4,13,95,16,30,3,8,1,2,2,0,12,1,3,1,1,4,55,1,1,2,1,0,0,0,1,1,0,16,31,16,52,17,32,0,0,0,0,1,5,0,480681,92,0,380,0000000,0
48,97,4,13,95,21,40,2,2,0,4,8,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,21,44,21,59,99,99,0,0,0,0,1,5,0,480785,125,0,FM372,0000000,0
49,19,4,13,95,18,0,1,2,1,1,1,0,1,0,1,6,2,4,65,1,1,2,1,0,0,0,1,1,0,18,9,18,33,99,99,0,0,0,0,1,5,0,490078,17701,0,I70,0000000,0
51,710,4,13,95,21,10,1,2,0,13,2,0,8,0,1,1,2,6,35,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,510198,79,1760,800NMILITA,0000000,1
51,185,4,13,95,18,10,2,4,0,4,4,0,12,2,1,1,1,2,35,2,3,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,510251,28,0,RT631,0000000,0
53,73,4,13,95,19,20,1,5,0,4,4,0,32,0,1,4,1,2,50,2,1,2,1,0,0,0,5,1,0,19,25,19,46,20,13,0,0,0,0,2,5,0,530115,52,0,32780,0000000,0
