STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
1,73,4,13,21,35,1,1,0,0,15,6,0,32,0,1,2,1,2,35,1,1,2,1,0,0,0,2,1,0,99,99,21,49,99,99,0,0,0,0,1,1,0,10270,350,0,2003,4242,0000000,33.517588889,-86.79869722
4,13,4,13,20,28,1,1,0,0,15,6,0,29,0,1,3,3,2,40,1,1,2,1,0,0,0,3,1,0,20,30,99,99,0,0,0,0,0,0,1,1,1,40236,290,0,2003,8TH ST,0000000,,
4,15,4,13,20,46,1,2,1,0,2,3,0,9,0,1,1,2,2,45,1,1,2,1,0,0,0,2,1,0,20,52,20,54,99,99,0,0,0,0,1,1,1,40237,318,2318,2003,SR-95,0000000,,
6,67,4,13,19,45,3,7,0,0,13,4,0,12,5,2,1,2,2,40,1,1,2,1,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,61100,0,0,2003,MARCONI AVE,0000000,38.617413889,-121.3460861
8,59,4,13,17,10,2,4,0,0,3,3,0,12,2,1,1,1,2,30,2,2,2,1,4,3,0,1,1,0,17,15,17,20,0,0,0,0,0,0,1,1,0,80128,0,171,2003,SR-74,0000000,39.652777778,-105.2083333
8,41,4,13,21,45,2,4,0,0,16,6,0,12,5,8,1,5,2,35,1,1,2,1,0,0,0,2,1,0,21,46,21,53,22,20,0,0,0,0,1,1,1,80155,430,0,2003,E WILLAMETTE AVE,0000000,38.840961111,-104.7909083
9,13,4,13,18,51,2,4,0,0,13,3,0,12,8,1,1,1,2,40,1,1,2,1,0,0,0,1,1,0,18,51,18,52,99,99,0,0,0,0,1,1,1,90064,228,164,2003,SR-83,0000000,41.883130556,-72.46430833
12,86,4,13,23,43,1,3,1,0,6,8,0,8,0,3,1,2,3,40,1,1,2,1,0,0,0,3,1,0,23,41,23,45,99,99,0,0,0,0,1,1,0,120752,0,99999,2003,NW 67TH ST,0000000,25.834719444,-80.23313056
12,103,4,13,21,13,2,3,0,0,16,6,0,12,4,2,1,1,2,30,1,1,2,1,20,3,0,3,1,0,21,12,21,15,99,99,0,0,0,0,1,1,1,120760,2740,99999,2003,36TH AVE N,0000000,27.804736111,-82.66525278
12,105,4,13,19,15,2,3,0,0,14,3,0,12,4,2,1,2,2,50,1,1,2,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,120921,0,99999,2003,SR-540,0000000,28.004063889,-81.75573611
