STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
13,27,4,13,22,3,1,1,0,0,5,4,0,42,0,1,6,1,2,55,2,1,2,1,0,0,0,2,1,0,22,3,22,17,99,99,0,0,0,0,1,1,0,130297,0,10,2003,1950,0000000,,
15,9,4,13,20,49,1,5,0,0,16,4,0,30,0,1,4,1,2,45,1,2,2,1,0,0,0,2,1,0,20,50,21,4,21,23,0,0,0,0,1,1,0,150024,8700,0,2003,PULEHU RD.,0000000,20.865027778,-156.4308972
16,39,4,13,21,57,1,4,0,1,1,1,0,1,0,1,3,3,2,75,2,2,1,2,0,0,0,2,2,0,21,58,22,8,99,99,0,0,0,0,1,1,0,160062,0,1107,2003,I-84,0000000,43.083261111,-115.6114806
17,163,4,13,20,21,2,4,0,1,11,1,0,12,1,1,1,2,3,65,1,1,1,1,0,0,0,2,1,0,20,24,20,99,99,99,0,19,0,0,1,1,0,170330,2460,83,2003,I-255,0000000,,
17,141,4,13,20,5,1,1,0,0,4,4,0,10,0,6,1,1,2,55,1,1,2,1,61,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,170331,0,0,2003,35,372369K,42.123052778,-89.43256111
21,177,4,13,19,0,1,1,0,0,3,2,0,1,0,1,4,1,2,55,2,2,2,1,40,3,0,5,1,0,19,9,19,20,20,53,0,0,0,0,1,1,0,210202,0,227,2003,US-431,0000000,37.344066667,-87.14100556
22,55,4,13,17,22,1,1,0,1,1,1,0,34,0,1,6,2,2,70,1,1,2,1,0,0,0,1,8,0,99,99,99,99,99,99,0,0,0,0,1,1,0,220167,0,9970,2003,I-10,0000000,30.246694444,-92.07130556
22,73,4,13,19,55,1,2,0,1,13,2,0,30,0,1,6,1,2,40,1,1,2,1,0,0,0,3,1,0,19,55,19,59,20,17,0,0,0,0,1,1,1,220168,1560,12539,2003,US-LOUISVILLE AVENUE,0000000,32.516111111,-92.10855556
25,27,4,13,21,6,1,1,0,0,6,8,0,37,0,1,2,1,2,35,9,9,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,250068,1269,0,2003,PARKER RD,0000000,42.091616667,-71.764975
25,23,4,13,20,30,1,1,0,0,14,3,0,42,0,1,4,1,2,35,2,1,2,1,0,0,0,2,1,0,20,19,20,26,20,52,0,0,0,0,1,1,1,250075,564,0,2003,SR-79,0000000,41.880163889,-70.92702778
27,21,4,13,18,22,1,3,0,0,3,3,0,1,0,1,4,1,2,55,1,1,2,2,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,270523,0,51,2003,SR-64,0000000,46.419494444,-94.64969722
28,31,4,13,17,25,1,1,0,0,4,2,0,42,0,1,6,2,4,65,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,280171,0,25,2003,US-49,0000000,31.4743,-89.456
29,183,4,13,21,45,2,5,0,0,4,3,0,12,5,2,1,1,2,55,1,2,2,1,40,3,0,2,1,0,21,45,21,55,99,99,0,1,0,0,1,1,1,290230,0,65,2003,SR-P,0000000,38.846622222,-90.77230278
29,159,4,13,23,0,1,1,0,0,4,3,0,37,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,290231,0,8,2003,SR-M,0000000,38.683277778,-93.18629444
30,93,4,13,23,0,1,1,0,0,4,3,0,35,0,1,4,1,2,65,2,2,2,1,0,0,0,2,1,0,23,34,23,53,0,0,0,0,0,0,1,1,1,300045,0,46,2003,SR-276,0000000,46.035333333,-112.6039139
39,129,4,13,23,0,1,2,0,0,6,5,0,34,0,1,5,1,9,55,1,1,2,1,0,0,0,2,1,0,23,26,23,40,0,26,0,0,0,0,1,1,0,390273,0,0,2003,160,0000000,39.808602778,-83.22213056
40,79,4,13,17,45,1,3,0,0,4,3,0,1,0,1,4,1,2,65,1,2,2,1,0,0,0,1,1,0,17,44,17,52,18,26,0,0,0,0,1,1,2,400141,0,53,2003,SR-63,0000000,34.724258333,-94.9582
41,51,4,13,21,23,1,2,1,0,16,6,0,8,0,3,1,5,4,35,1,1,2,2,0,0,0,3,2,0,21,23,21,25,21,33,0,0,0,0,1,1,1,410101,880,0,2003,SE 181ST AVE,0000000,45.521213889,-122.4771278
42,17,4,13,22,25,1,2,1,0,13,3,0,8,0,1,1,1,2,35,1,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,420330,0,55,2003,SR-2006,0000000,40.176775,-74.828
42,75,4,13,20,2,1,1,0,0,6,5,0,1,0,1,2,1,2,35,1,1,2,1,0,0,0,3,1,0,20,3,20,8,20,24,0,0,0,0,1,1,1,421212,0,0,2003,JAY ST,0000000,40.36395,-76.43338333
46,45,4,13,20,35,1,1,0,0,6,4,0,1,0,3,1,1,2,40,1,1,2,1,20,3,0,5,1,0,20,44,20,54,21,40,0,0,0,0,1,1,1,460033,0,0,2003,17,0000000,45.44475,-98.76351389
48,39,4,13,21,17,2,2,0,1,13,3,0,12,5,8,1,1,2,55,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,480698,2490,156,2003,SR-332,0000000,28.995233333,-95.36506111
48,303,4,13,17,40,3,7,0,1,13,2,0,12,4,1,1,2,2,70,1,1,2,1,0,0,0,1,8,1,17,40,17,47,18,12,0,0,0,0,3,1,0,480703,6410,364,2003,US-84,0000000,33.423625,-101.6491611
48,387,4,13,20,55,2,5,0,0,4,8,0,12,1,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,20,58,21,38,22,49,0,0,0,0,1,1,1,480705,0,47,2003,FM2573,0000000,33.663455556,-95.17588056
48,423,4,13,18,50,1,1,0,0,5,8,0,42,0,1,5,1,2,60,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,480706,0,21,2003,FM1995,0000000,32.490697222,-95.55952778
48,479,4,13,16,45,2,2,0,1,1,1,0,12,1,1,1,2,2,70,1,1,2,1,0,0,0,1,1,0,16,45,17,5,99,99,0,0,0,0,1,1,0,480710,0,38,2003,I-35,0000000,27.719708333,-99.44864722
51,185,4,13,21,15,1,1,0,0,4,3,0,1,0,1,1,1,2,55,2,2,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,510220,0,632,2003,SR-16,0000000,37.118816667,-81.51476944
53,41,4,13,22,18,1,1,0,1,11,1,0,1,0,1,6,3,2,70,2,2,2,1,0,0,0,2,1,0,22,21,22,25,0,0,0,0,0,0,1,1,1,530123,310,761,2003,I-5,0000000,46.642372222,-122.9524694
