STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
5,35,4,27,95,21,59,1,5,0,4,7,0,8,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,21,59,22,19,0,0,0,0,0,0,1,5,0,50136,246,0,FR I-55-11,0000000,1
5,119,4,27,95,22,50,1,4,0,13,3,0,42,0,1,4,1,2,50,1,2,2,1,0,0,0,2,1,0,22,50,22,56,99,99,0,0,0,0,1,5,0,50137,68,3570,107-1,0000000,0
6,87,4,27,95,16,25,1,1,1,2,3,0,24,0,1,4,3,2,50,2,2,2,2,40,3,0,1,2,0,99,99,99,99,0,0,0,0,0,0,1,5,0,60892,89,0,17,0000000,0
6,19,4,27,95,18,45,2,2,0,4,4,0,12,2,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,5,1,60893,0,0,BURROUGHWY,0000000,0
6,37,4,27,95,18,47,1,1,1,12,1,0,25,0,1,3,3,4,55,1,1,1,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,5,1,60894,152,2684,I710,0000000,0
6,71,4,27,95,20,15,2,5,0,4,4,0,12,2,2,1,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,2,5,0,60895,0,0,SHEEPCRKRD,0000000,0
6,25,4,27,95,22,30,3,3,1,2,3,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,2,5,0,61399,310,0,86,0000000,0
10,3,4,27,95,21,21,2,3,0,14,4,0,12,2,1,1,1,2,35,2,2,2,1,0,0,0,2,1,0,21,23,21,27,0,0,0,0,0,0,1,5,0,100027,25,0,RD276,0000000,0
12,105,4,27,95,20,56,1,2,0,16,6,0,9,0,1,1,1,2,40,1,2,2,1,0,0,0,3,1,0,20,58,21,10,99,99,0,0,0,0,1,5,0,120664,99999,1690,CLEVELAND,0000000,1
12,25,4,27,95,17,2,1,1,1,12,3,0,42,0,1,6,2,2,65,1,9,2,2,0,0,0,1,2,0,17,5,17,14,0,0,0,5,0,0,1,5,0,120666,99999,0,SR 821,0000000,0
12,69,4,27,95,22,0,1,1,0,4,4,0,42,0,1,6,1,2,50,1,9,2,2,28,3,0,2,1,0,21,22,21,28,0,0,0,18,0,0,1,5,0,120668,99999,0,CR 561,0000000,0
12,105,4,27,95,20,30,1,2,0,4,4,0,8,0,2,1,1,4,30,1,1,2,1,28,3,2,2,1,0,20,30,20,34,99,99,0,0,0,0,1,5,0,120680,99999,941,CR 655,0000000,1
13,21,4,27,95,18,0,2,2,0,6,4,0,12,2,1,1,1,2,45,1,1,2,1,0,0,0,1,1,0,18,1,18,11,18,37,0,0,0,0,2,5,0,130494,14,0,124,0000000,0
17,83,4,27,95,20,27,1,1,0,2,3,0,42,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,20,32,20,99,0,0,0,20,0,0,1,5,1,170377,151,0,100,0000000,0
17,19,4,27,95,17,5,2,2,0,13,2,0,12,4,2,1,1,4,50,1,1,2,1,20,3,0,1,1,0,17,10,17,99,99,99,0,0,0,0,1,5,0,170378,140,7782,45,0000000,0
26,25,4,27,95,22,30,1,1,0,3,4,0,42,0,1,6,1,2,55,1,1,1,2,0,0,0,2,2,0,22,36,22,45,99,99,0,0,0,0,1,5,1,260216,35,0,OLD 27,0000000,0
26,99,4,27,95,18,26,2,3,1,13,3,0,13,2,1,1,2,2,45,1,9,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,2,260267,13,0,3,0000000,0
