STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
1,69,4,27,20,55,2,3,0,1,12,2,0,12,5,2,1,1,2,30,1,1,2,1,3,3,0,3,1,0,99,99,21,0,99,99,0,20,0,0,1,1,1,10264,930,0,2003,US-SR1,0000000,31.223730556,-85.39336111
4,13,4,27,17,20,2,2,0,0,14,6,0,12,2,2,1,3,2,45,1,1,2,1,3,3,0,1,1,0,17,20,17,30,99,99,0,0,0,0,1,1,1,40266,80,0,2003,MCQUEEN RD,0000000,33.313438889,-111.8242028
4,25,4,27,18,27,1,1,0,0,4,3,0,1,0,1,6,1,2,45,2,2,2,1,40,3,0,1,1,0,18,26,18,36,99,99,0,0,0,0,1,1,1,40267,250,3462,2003,SR-89A,0000000,,
6,93,4,27,18,30,1,2,0,0,4,4,0,24,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,61029,0,0,2003,AGER RD,0000000,41.828411111,-122.49345
6,107,4,27,18,10,1,5,1,1,2,3,0,8,0,1,1,2,2,70,1,1,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,1,1,61030,0,486,2003,SR-99,0000000,36.451425,-119.4898694
6,87,4,27,17,27,2,5,0,0,3,3,0,12,3,8,1,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,1,0,61040,0,307,2003,SR-1,0000000,37.029394444,-122.2176611
6,67,4,27,18,10,2,4,0,0,5,4,0,12,5,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,2,1,0,61057,0,0,2003,VALENSIN RD,0000000,38.325683333,-121.242
6,37,4,27,18,44,2,3,0,0,14,6,0,12,5,2,1,1,2,35,1,1,2,1,2,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,61058,1440,0,2003,VALLEY CENTER AVE,0000000,34.136152778,-117.8376972
12,99,4,27,17,17,1,3,1,0,6,8,0,8,0,1,1,4,1,5,1,1,2,1,99,9,0,1,1,0,17,21,17,25,0,0,0,0,0,0,1,1,0,120861,0,99999,2003,GREEN TREE CIRCLE,0000000,26.616480556,-80.10714722
13,97,4,27,17,34,2,5,0,0,13,2,0,12,2,1,1,1,4,45,1,1,2,1,0,0,0,1,1,0,17,34,17,53,17,56,0,20,0,0,3,1,0,130370,320,0,2003,US-41 (SR 5),0000000,,
17,93,4,27,22,39,1,2,0,0,14,6,0,30,0,1,4,1,2,30,1,1,2,1,0,0,0,2,1,0,22,39,22,99,0,0,0,0,0,0,2,1,2,170368,6620,0,2003,WOLF RD,0000000,41.690527778,-88.31134167
18,3,4,27,21,36,3,3,0,1,2,2,0,12,11,1,1,2,2,45,1,1,9,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,180163,0,0,2003,US-30,0000000,41.125297222,-85.21214167
18,3,4,27,16,21,2,3,0,0,16,4,0,12,5,2,1,1,2,99,1,1,9,1,20,3,0,1,1,0,16,21,16,27,99,99,0,0,0,0,1,1,0,180328,1580,0,2003,HARRISON AVE,0000000,41.068502778,-85.13930278
18,129,4,27,23,2,1,1,0,0,16,4,0,42,0,3,6,1,2,99,1,1,9,5,20,3,0,2,1,0,23,2,23,11,99,99,0,0,0,0,1,1,0,180696,0,0,2003,SAVAH RD,0000000,38.025011111,-87.97876944
20,173,4,27,22,34,1,2,0,0,16,6,0,5,0,1,1,1,2,30,1,1,1,1,0,0,0,3,1,0,22,38,22,43,22,58,0,0,0,0,1,1,0,200425,5880,0,2003,SHADYBROOK,0000000,37.720408333,-97.30883611
21,103,4,27,16,55,1,2,0,0,4,3,0,37,0,1,4,1,2,55,2,2,2,1,0,0,0,1,1,0,17,3,17,20,99,99,0,0,0,0,1,1,0,210227,0,206,2003,SR-389,0000000,38.584697222,-85.08013056
22,73,4,27,16,37,1,2,0,0,6,4,0,10,0,6,1,1,2,35,1,1,2,1,72,3,0,1,1,0,16,33,16,55,17,24,0,0,0,0,1,1,0,220200,0,0,2003,GOLSON ROAD,302527S,32.506888889,-92.3245
24,33,4,27,22,5,2,3,0,1,13,2,0,12,5,2,1,2,2,55,1,1,2,1,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,240119,0,84,2003,US-301,0000000,38.761211111,-76.80734444
27,163,4,27,17,55,2,4,0,0,14,4,0,12,5,2,1,1,4,45,1,1,2,1,20,3,0,1,1,0,17,57,18,4,18,21,0,0,0,0,1,1,1,270136,5334,17,2003,10,0000000,44.963266667,-92.94644722
27,67,4,27,19,47,4,7,0,0,14,6,0,12,1,3,1,1,2,40,1,1,2,1,3,3,0,1,1,0,19,47,19,51,20,11,0,0,0,0,1,1,0,270148,7590,1,2003,155,0000000,45.103233333,-95.04233611
29,223,4,27,21,0,1,1,0,0,4,3,0,17,0,1,1,1,2,55,2,1,2,1,40,3,0,2,1,0,99,98,99,98,0,0,0,0,0,0,1,1,1,290270,0,86,2003,SR-V,0000000,37.078958333,-90.60667222
29,189,4,27,18,2,2,2,0,0,16,6,0,12,2,1,1,1,2,35,1,1,1,1,0,0,0,1,1,0,18,2,18,5,99,99,0,0,0,0,1,1,0,290332,2780,0,2003,SHACKELFORDROAD,0000000,38.815630556,-90.34540833
33,19,4,27,20,1,1,2,1,1,2,3,0,9,0,1,2,1,2,50,1,1,2,1,0,0,2,5,1,0,20,1,20,6,20,30,0,0,0,0,1,1,1,330024,50,0,2003,SR-12 & 103,0000000,43.403216667,-72.39478611
34,25,4,27,18,43,1,1,0,0,14,4,0,33,0,1,5,1,2,30,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,340157,2920,0,2003,10,0000000,40.375922222,-74.00263056
36,83,4,27,16,34,1,1,0,0,6,5,0,42,0,1,6,1,2,99,2,2,5,2,0,0,0,1,1,0,16,37,16,50,17,45,0,0,0,0,1,1,0,360240,5958,0,2003,FIRETOWER RD,0000000,42.607055556,-73.45281667
36,13,4,27,21,11,1,1,0,0,4,4,0,1,0,1,6,1,2,55,2,2,2,1,0,0,0,2,1,1,21,11,99,99,0,0,0,0,0,0,1,1,1,360271,769,0,2003,CR-45,0000000,42.056783333,-79.29471111
37,57,4,27,17,26,2,2,0,0,5,4,0,12,5,1,1,1,2,45,2,1,2,1,0,0,0,2,1,0,17,26,17,34,18,7,0,0,0,0,1,1,0,370310,0,99999,2003,RP-2250,0000000,35.764611111,-80.22135278
37,119,4,27,19,37,1,2,0,0,16,6,0,42,0,1,4,1,2,45,1,1,2,1,0,0,0,1,1,0,19,37,19,40,19,46,0,0,0,0,1,1,1,370319,2940,99999,2003,E JOHN ST,0000000,35.110861111,-80.70937222
37,37,4,27,19,20,2,7,0,0,4,2,0,11,0,1,1,1,2,55,1,2,2,1,0,0,0,1,1,1,99,99,99,99,99,99,0,14,0,0,1,1,0,370332,0,99999,2003,US-15-501,0000000,35.7776,-79.14368333
39,73,4,27,20,20,1,2,0,0,5,4,0,21,0,1,4,1,2,45,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,390305,0,0,2003,26,0000000,39.463747222,-82.31060556
41,25,4,27,19,36,1,4,0,0,3,3,0,1,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,19,38,19,52,20,20,0,0,0,0,3,1,0,410127,0,125,2003,SR-78 (ODOT 442),0000000,43.494683333,-118.8583056
