STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
42,1,4,27,20,5,1,1,0,0,5,3,0,37,0,1,4,1,2,45,1,3,2,1,0,0,0,5,1,0,20,4,20,12,0,0,0,0,0,0,1,1,1,420255,0,54,2003,SR-1019,0000000,39.9188,-76.98395556
42,39,4,27,17,55,1,1,0,0,6,5,0,34,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,17,58,18,7,0,0,0,0,0,0,1,1,1,420445,0,0,2003,GRIFFIN RD,0000000,41.562758333,-80.05389167
42,101,4,27,19,8,2,2,0,0,13,3,0,12,3,2,1,2,2,45,1,1,2,1,3,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,420796,6540,37,2003,SR-6001,0000000,40.032847222,-75.07918611
45,85,4,27,18,16,1,2,1,1,2,2,0,9,0,3,1,1,2,35,1,1,2,1,3,3,0,1,1,0,99,99,18,21,99,99,0,0,0,0,1,1,1,450191,2550,99999,2003,US-76,0000000,33.920761111,-80.32998056
45,51,4,27,17,48,2,2,0,1,2,3,1,12,4,3,1,2,4,50,1,1,2,1,3,3,0,1,1,0,18,11,18,45,99,99,0,0,0,0,1,1,1,450204,0,38.25,2003,SR-9,0000000,33.871969444,-78.67335833
47,9,4,27,18,33,3,7,0,1,2,2,0,12,5,2,1,5,2,50,1,2,2,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,470329,1570,79,2003,US-SR33,0000000,35.713869444,-84.02085278
48,257,4,27,17,38,2,3,0,0,4,8,0,12,2,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,17,46,18,15,18,36,0,0,0,0,2,1,1,480792,0,142,2003,FM1388,0000000,32.515797222,-96.32605278
48,29,4,27,16,21,2,7,0,0,16,5,0,13,2,1,1,2,3,35,1,1,2,1,0,0,1,1,1,0,16,22,16,28,16,39,0,0,0,0,1,1,0,480871,6090,0,2003,GENMCMULLEN,0000000,29.4189,-98.55543056
48,141,4,27,17,15,2,4,0,0,16,5,0,13,5,1,1,2,4,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,483175,2190,0,2003,RAILROAD,0000000,31.831041667,-106.4322333
51,49,4,27,17,50,2,2,0,0,3,2,0,12,5,2,1,1,2,99,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,510236,0,143,2003,US-60,0000000,37.5102,-78.23302778
51,550,4,27,18,0,1,2,1,0,16,5,0,8,0,1,1,1,2,15,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,16,0,0,1,1,0,510249,468,0,2003,WILLOWPOINTDR,0000000,,
53,47,4,27,23,59,1,1,0,0,13,3,3,42,0,1,6,1,2,60,1,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,530136,0,676,2003,SR-155,0000000,48.370569444,-119.3419167
55,87,4,27,20,47,1,2,0,0,6,5,0,45,0,1,1,1,2,55,1,9,2,1,0,0,0,9,1,0,20,50,21,0,0,0,0,0,0,0,2,1,2,550208,0,0,2003,STINGLE RD,0000000,44.430619444,-88.43975
