STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,LATITUDE,LONGITUD
1,73,4,27,17,58,1,1,0,0,4,4,0,42,0,1,6,1,2,45,2,1,2,1,0,0,0,1,1,0,99,99,18,5,99,99,0,0,0,0,1,5,1,10278,0,0,2000,1909,0000000,88888888,888888888
6,37,4,27,23,0,1,6,1,1,11,1,0,8,0,1,1,3,6,65,2,2,1,1,0,0,0,2,1,0,99,99,99,99,0,0,0,19,0,0,1,5,1,60462,0,150,2000,I-605,0000000,88888888,888888888
6,37,4,27,21,10,2,2,0,0,13,6,0,12,2,1,1,2,3,40,1,1,2,1,20,3,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,61442,2749,0,2000,TELEGRAPH RD,0000000,88888888,888888888
6,1,4,27,21,35,2,2,0,0,4,3,0,12,4,3,1,1,2,45,1,1,2,1,20,3,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,61443,0,244,2000,SR-84,0000000,88888888,888888888
8,31,4,27,20,41,1,2,1,1,11,1,0,8,0,15,1,3,3,55,1,1,2,1,0,0,0,3,1,0,20,48,21,16,0,0,0,0,0,0,1,5,0,80165,600,2715,2000,I-70,0000000,88888888,888888888
13,195,4,27,21,43,1,1,0,0,6,4,0,1,0,1,6,1,2,55,2,1,2,1,0,0,0,2,1,0,21,43,21,54,22,23,0,0,0,0,1,5,1,130377,0,33,2000,142,0000000,88888888,888888888
13,3,4,27,21,15,1,1,0,0,2,2,0,37,0,1,6,1,2,55,1,1,2,1,0,0,0,2,1,0,21,16,21,18,21,43,0,0,0,0,1,5,1,130433,0,53,2000,US-23(SR89),0000000,88888888,888888888
17,183,4,27,19,30,1,1,0,1,2,2,0,32,0,1,4,1,2,55,1,2,2,1,0,0,0,1,1,0,19,31,19,99,99,99,0,0,0,0,1,5,0,170324,0,2269,2000,US-150,0000000,88888888,888888888
17,197,4,27,18,45,1,1,0,0,2,3,0,1,0,1,4,3,2,55,2,2,2,2,0,0,0,1,1,0,18,50,99,99,99,99,0,0,0,0,1,5,0,170327,0,191,2000,SR-53,0000000,88888888,888888888
17,31,4,27,17,30,1,2,1,0,16,6,0,8,0,1,1,1,2,35,1,1,2,1,0,0,0,1,1,0,17,34,17,99,99,99,0,0,0,0,1,5,0,170399,6330,0,2000,MARILYN,0000000,88888888,888888888
19,177,4,27,17,0,1,5,0,0,6,4,0,35,0,1,4,1,2,55,1,1,4,2,0,0,0,1,9,0,17,4,17,12,17,31,0,0,0,0,1,5,0,190104,0,0,2000,GRAVEL RD,0000000,88888888,888888888
19,157,4,27,21,16,1,3,0,0,4,4,0,1,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,21,16,21,29,99,99,0,0,0,0,1,5,1,190122,0,72,2000,79,0000000,88888888,888888888
20,91,4,27,23,43,1,1,0,0,3,2,0,29,0,1,4,1,4,35,2,2,2,1,0,0,0,3,1,0,23,46,23,48,0,12,0,0,0,0,1,5,1,200090,0,4479,2000,US-56,0000000,88888888,888888888
20,15,4,27,17,2,1,1,0,1,1,1,0,37,0,1,4,3,2,70,1,2,2,1,0,0,0,1,1,0,17,2,17,11,17,32,0,0,0,0,1,5,0,200115,0,643,2000,I-35,0000000,88888888,888888888
22,121,4,27,20,45,1,2,0,1,2,3,0,1,0,1,3,2,2,55,1,1,2,1,0,0,0,2,1,0,20,45,20,46,21,10,0,0,0,0,1,5,1,220207,0,1493,2000,SR-1,0000000,88888888,888888888
22,101,4,27,20,45,1,1,0,0,6,4,0,34,0,1,4,1,2,45,2,2,1,2,0,0,0,2,1,0,20,48,20,54,21,12,0,0,0,0,1,5,1,220208,0,0,2000,IRISH BEND ROAD,0000000,88888888,888888888
26,75,4,27,16,31,1,1,0,0,4,4,0,1,0,1,6,1,2,55,2,2,2,1,0,0,0,1,1,0,16,31,16,35,99,99,0,0,0,0,1,5,0,260935,0,20,2000,ANN ARBOR ROAD,0000000,88888888,888888888
27,11,4,27,19,45,1,1,0,0,6,4,0,35,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,270151,0,11,2000,32,0000000,88888888,888888888
28,113,4,27,16,20,1,4,1,0,6,4,0,8,0,1,1,1,2,35,1,1,2,1,0,0,0,1,1,0,16,34,16,50,17,2,0,0,0,0,1,5,0,280294,1520,7,2000,N CLARK ST,0000000,88888888,888888888
30,29,4,27,19,14,2,7,0,0,3,3,0,12,4,2,1,1,2,50,2,1,2,1,20,3,0,1,1,0,19,16,19,20,20,7,0,0,0,0,1,5,0,300057,0,335,2000,SR-35,0000000,88888888,888888888
33,9,4,27,23,45,1,2,0,0,4,3,0,42,0,1,4,1,2,50,2,2,2,1,0,0,0,2,1,0,23,58,0,7,0,58,0,0,0,0,1,5,2,330033,217,12,2000,SR-3,0000000,88888888,888888888
41,5,4,27,17,30,2,3,0,0,3,4,0,12,2,1,1,1,2,55,2,2,2,2,0,0,0,1,2,0,17,32,17,43,18,32,0,0,0,0,1,5,0,410086,0,82,2000,CANBY-MARCUM HWY,0000000,88888888,888888888
41,5,4,27,16,35,2,3,0,0,3,3,0,12,2,1,1,1,2,55,2,1,2,2,0,0,0,1,2,0,16,35,16,45,17,57,0,0,0,0,1,5,0,410107,0,89,2000,SR-211 (ODOT 161),0000000,88888888,888888888
48,27,4,27,21,50,2,3,0,0,3,3,0,12,4,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,21,58,22,50,99,99,0,0,0,0,1,5,1,480937,0,95,2000,SR-36,0000000,88888888,888888888
51,111,4,27,23,55,1,2,0,0,5,4,0,34,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,2,510213,0,48,2000,RT683,0000000,88888888,888888888
54,87,4,27,16,55,1,1,0,0,6,4,0,42,0,1,4,1,2,25,1,2,2,1,0,0,0,1,1,0,17,2,17,15,18,5,0,0,0,0,1,5,0,540104,0,19,2000,29 / 7,0000000,88888888,888888888
55,21,4,27,21,50,1,1,0,0,3,3,0,37,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,550204,0,0,2000,SR-16,0000000,88888888,888888888
