STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
13,89,4,27,97,18,46,1,3,0,13,2,0,8,0,1,1,1,6,45,1,1,2,2,0,0,0,1,2,0,18,46,18,59,19,27,0,0,0,0,1,1,0,130618,27,0,SR13,0000000,1
17,97,4,27,97,17,5,2,8,0,13,2,0,12,4,2,1,2,2,30,1,2,2,1,3,3,0,1,1,0,17,5,17,11,17,35,0,0,0,0,1,1,1,170337,4113,4820,45,0000000,0
17,135,4,27,97,18,32,1,1,0,2,3,0,42,0,1,5,1,2,30,1,1,2,2,0,0,0,1,1,0,18,32,18,99,99,99,0,3,0,0,1,1,1,170338,675,7830,SCHOOL ST,0000000,0
17,31,4,27,97,21,29,2,2,1,13,3,0,12,1,1,1,2,2,30,1,1,2,1,0,0,0,3,1,0,21,29,21,36,21,58,0,0,0,0,1,1,0,170339,1477,2690,20,0000000,0
18,175,4,27,97,22,42,1,1,0,3,3,0,34,0,1,6,1,2,55,2,1,2,2,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,180174,0,0,135,0000000,0
19,153,4,27,97,17,11,1,1,1,11,1,0,29,0,1,3,2,2,65,2,2,2,1,0,0,0,1,1,0,17,14,17,25,17,45,0,0,0,0,1,1,0,190119,20650,0,i35,0000000,0
23,1,4,27,97,19,55,1,2,0,4,3,0,30,0,1,4,1,2,45,2,2,2,1,40,3,0,2,1,0,20,0,20,12,20,50,0,0,0,0,1,1,1,230050,99999,9997,132,0000000,0
25,27,4,27,97,17,54,1,2,0,15,8,0,30,0,1,4,1,2,40,1,1,2,1,0,0,0,1,1,0,17,59,18,6,18,21,0,0,0,0,1,1,0,250154,0,1283,DEPOT RD,0000000,0
26,147,4,27,97,21,45,2,3,0,4,4,0,12,2,1,1,1,2,55,1,1,2,2,0,0,0,2,2,0,21,45,21,50,99,99,0,0,0,0,1,1,1,260358,17,0,GRATIOT,0000000,0
28,67,4,27,97,20,22,1,1,0,6,4,0,42,0,1,6,1,2,55,2,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,280154,7,0,PHILLIPS,0000000,0
28,23,4,27,97,16,51,2,2,0,5,3,0,12,2,1,1,1,2,55,2,3,2,1,0,0,0,1,1,0,17,6,17,19,17,30,0,0,0,0,1,1,1,280207,6,0,MS 511,0000000,0
29,13,4,27,97,19,30,1,2,0,4,3,0,24,0,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,19,32,19,39,0,0,0,0,0,0,1,1,1,290236,23,0,RTM,0000000,0
29,19,4,27,97,22,20,1,1,0,5,3,0,43,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,22,20,22,29,0,0,0,0,0,0,1,1,1,290237,14,0,RTMM,0000000,0
29,183,4,27,97,19,15,3,5,1,11,1,0,12,4,1,1,2,2,70,1,2,2,1,0,0,0,1,1,0,19,18,19,22,20,7,0,0,0,0,1,1,0,290238,99,4328,I70,0000000,0
36,61,4,27,97,20,18,1,6,0,14,4,0,8,0,2,1,2,3,99,1,1,2,2,3,3,0,3,2,0,99,99,99,99,99,99,0,0,0,0,1,1,0,360403,99999,4170,york ave,0000000,1
37,191,4,27,97,20,17,1,2,0,14,6,0,8,0,1,1,1,5,45,1,1,2,2,0,0,0,2,2,0,99,99,20,23,99,99,0,0,0,0,1,1,0,370328,910,1880,WAYNE MEM,0000000,1
37,145,4,27,97,17,44,2,5,0,4,3,0,12,4,2,1,1,2,55,1,1,2,2,20,3,0,1,2,0,99,99,17,49,99,99,0,0,0,0,1,1,0,370329,1041,0,NC49,0000000,0
37,51,4,27,97,21,0,1,2,0,14,4,0,8,0,1,1,1,2,35,1,1,2,2,0,0,2,3,2,0,99,99,21,14,99,99,0,0,0,0,1,1,0,370404,99999,0,RP1141,0000000,1
40,109,4,27,97,17,11,2,4,1,11,1,0,12,1,13,1,2,3,60,1,1,2,1,21,3,0,1,1,0,17,11,17,16,17,46,0,0,0,0,1,1,0,400192,65,3550,I40,0000000,0
46,99,4,27,97,21,18,1,1,0,15,6,0,7,0,1,1,1,2,30,1,1,1,1,0,0,0,2,1,0,21,18,21,21,21,35,0,0,0,0,1,1,1,460022,0,2450,CLEVELAND,0000000,0
46,23,4,27,97,22,25,2,3,0,3,2,0,12,2,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,2,460024,3441,0,18,0000000,0
47,119,4,27,97,21,50,2,3,0,3,3,0,12,2,1,1,1,2,55,2,2,2,1,0,0,0,2,1,0,22,0,22,10,99,99,0,0,0,0,1,1,1,470226,251,0,SR50,0000000,0
48,309,4,27,97,19,45,2,4,1,1,7,0,12,4,10,1,1,2,55,1,1,2,2,20,3,0,1,1,0,20,0,20,7,20,53,0,0,0,0,1,1,0,480827,46,5975,I35,0000000,0
48,423,4,27,97,20,30,1,2,0,3,3,0,9,0,1,1,2,2,65,1,1,2,2,0,0,0,2,2,0,20,32,20,43,99,99,0,0,0,0,1,1,0,480828,180,0,31,0000000,1
48,239,4,27,97,17,42,1,1,1,2,2,0,42,0,1,4,2,2,70,1,1,2,2,0,0,0,1,1,0,17,46,18,2,18,43,0,0,0,0,1,1,1,481351,67,0,59,0000000,0
48,113,4,27,97,18,58,3,5,1,13,3,0,12,4,2,1,2,3,40,1,1,1,1,3,3,0,5,1,0,18,58,19,1,19,23,0,14,0,0,1,1,0,481401,97,2590,78,0000000,0
49,49,4,27,97,23,15,2,4,0,4,3,0,12,2,1,1,1,2,60,2,2,2,1,0,0,0,2,1,0,23,19,23,59,99,99,0,0,0,0,1,1,0,490065,20097,0,SR6,0000000,0
49,49,4,27,97,19,55,2,3,0,4,3,0,12,2,1,1,1,4,65,2,2,2,2,0,0,0,1,1,0,20,2,20,7,20,10,0,0,0,0,1,1,0,490066,1841,1923,SR6,0000000,0
51,27,4,27,97,19,5,1,1,0,6,4,0,1,0,1,6,1,2,35,2,1,2,2,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,510281,33,0,rt6058,0000000,0
54,43,4,27,97,17,21,2,10,0,3,3,0,12,2,1,1,1,2,55,1,1,2,2,0,0,0,1,2,0,17,24,17,28,19,32,0,0,0,0,4,1,0,540101,46,1162,10,0000000,0
55,63,4,27,97,17,19,2,6,0,13,3,0,12,4,2,1,1,4,25,1,1,2,1,3,3,0,1,1,0,17,20,17,22,17,33,0,0,0,0,1,1,0,550145,0,2490,33,0000000,0
56,33,4,27,97,20,10,1,1,0,4,2,0,35,0,1,4,1,2,65,2,2,2,1,0,0,0,5,1,0,20,23,20,35,0,0,0,20,0,0,1,1,0,560023,372,0,87,0000000,0
56,13,4,27,97,22,35,1,2,1,2,2,0,1,0,1,4,1,2,65,2,2,2,1,0,0,0,2,1,0,22,47,22,51,23,23,0,0,0,0,1,1,0,560024,1150,0,20,0000000,0
