STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
1,97,4,27,97,17,52,2,5,1,11,1,0,12,4,1,1,3,3,65,2,1,2,2,0,0,0,1,2,0,99,99,18,3,99,99,0,0,0,0,1,1,0,10302,99999,2100,I65,0000000,0
1,123,4,27,97,16,42,3,6,1,13,2,0,13,2,1,1,2,1,55,1,3,2,2,0,0,0,1,2,0,99,99,16,53,99,99,0,0,0,0,2,1,0,10309,99999,60,SR38,0000000,0
4,13,4,27,97,23,50,1,2,1,13,3,0,8,0,1,1,3,2,50,1,1,2,1,0,0,0,2,1,0,23,50,23,55,0,0,0,0,0,0,1,1,0,40244,1627,80,87,0000000,1
6,89,4,27,97,18,0,1,1,1,2,3,0,33,0,1,2,1,2,55,2,2,2,1,0,0,0,5,1,0,99,99,99,99,0,0,0,0,0,0,1,1,0,60758,36,0,299,0000000,0
6,107,4,27,97,18,0,2,2,0,6,4,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,60759,0,0,RD 80,0000000,0
6,67,4,27,97,20,35,1,2,0,6,4,0,9,0,1,2,1,2,35,1,1,2,1,0,0,2,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,60760,0,0,ELVERTA RD,0000000,1
6,73,4,27,97,23,5,2,4,0,4,4,0,12,2,2,1,1,2,50,2,2,2,1,0,0,1,3,1,0,99,99,99,99,99,99,0,0,0,0,2,1,0,60965,0,0,DEHESA RD,0000000,0
6,59,4,27,97,17,20,1,2,1,12,3,0,24,0,1,3,3,3,65,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,61250,158,4267,91,0000000,0
9,7,4,27,97,20,24,2,3,0,13,6,0,12,4,1,1,1,4,25,1,1,2,1,0,0,0,3,1,0,20,24,20,26,20,37,0,0,0,0,1,1,1,90103,3,380,MAINSTREET,0000000,0
12,9,4,27,97,19,30,2,4,1,1,1,0,13,2,1,1,2,2,70,1,1,2,1,0,0,0,1,1,0,19,32,19,43,99,99,0,0,0,0,1,1,0,120738,99999,0,I 95,0000000,0
12,127,4,27,97,21,4,1,1,0,16,6,0,42,0,1,6,1,2,30,2,1,2,1,28,3,0,3,1,0,21,5,21,10,0,0,0,0,0,0,1,1,1,120776,99999,1680,MACY AVE.,0000000,0
12,31,4,27,97,21,50,1,3,0,14,3,0,8,0,2,1,2,6,45,1,1,2,2,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,120779,99999,1510,SR 134,0000000,1
