STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,TWAY_ID2,RAIL,VE_FORMS,latitude,longitud
21,41,4,27,19,44,2,2,0,0,4,3,0,12,2,3,1,1,2,45,1,1,2,1,0,0,0,1,1,0,19,46,19,50,20,9,0,0,0,0,1,4,1,210235,0,65,2005,SR-36,00,0000000,2,38.69490278,-85.22296667
22,1,4,27,16,32,1,3,0,0,6,4,0,34,0,1,6,1,2,55,1,1,2,1,0,0,0,1,1,0,16,46,16,57,17,37,0,0,0,0,1,4,0,220204,0,0,2005,JASMINE RD,99999999999999999999,0000000,1,30.23561111,-92.44538889
25,27,4,27,18,30,1,1,0,1,12,1,0,42,0,1,3,3,3,65,1,1,2,2,0,0,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,4,0,250040,900,0,2005,I-290,99999999999999999999,0000000,1,42.34348056,-71.63252222
28,95,4,27,17,58,1,4,1,0,4,3,0,8,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,280234,0,99999,2005,SR-23,99999999999999999999,0000000,1,33.07326667,-88.36170000
30,109,4,27,20,28,1,1,0,0,6,4,0,1,0,1,4,4,1,65,2,1,4,1,0,0,0,2,1,0,23,45,0,15,0,0,0,0,0,0,1,4,1,300063,0,20,2005,CO-RATTLESNAKE CR,99999999999999999999,0000000,1,46.68502222,-104.2631417
33,19,4,27,23,38,1,1,0,1,1,1,0,24,0,1,2,2,4,65,1,1,2,2,0,0,0,2,2,0,23,38,0,19,0,42,0,0,0,0,1,4,1,330035,173,4.6999969482,2005,I-89 SB,LEAVITT HILL RD,0000000,1,43.52853333,-72.14059167
34,25,4,27,19,56,3,4,0,1,13,3,0,12,8,1,1,1,2,50,1,1,2,2,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,340163,1465,315,2005,SR-33,YELLOWBROOK RD,0000000,3,40.23116111,-74.21081944
34,39,4,27,18,25,2,4,0,0,16,6,0,12,2,1,1,1,2,25,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,340194,2630,0,2005,4TH ST,HALSEY ST,0000000,2,40.60126111,-74.43853611
35,1,4,27,20,5,1,2,1,0,16,6,0,8,0,1,1,1,2,99,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,350400,30,0,2005,READING RD SE,99999999999999999999,0000000,1,34.98179444,-106.6633333
36,47,4,27,16,45,1,3,1,0,13,6,0,8,0,1,1,1,2,30,1,1,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,360737,4170,0,2005,BEDFORD AVE,99999999999999999999,0000000,1,40.63342500,-73.95296667
39,67,4,27,21,28,1,2,0,0,2,2,0,37,0,1,4,1,2,55,2,2,2,1,0,0,0,2,1,0,21,28,21,40,22,8,0,0,0,0,1,4,1,390161,0,136,2005,US-22,99999999999999999999,0000000,1,40.24888889,-81.05310278
39,89,4,27,22,48,1,1,0,0,4,3,0,42,0,1,5,1,2,55,2,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,390162,0,200,2005,SR-79,99999999999999999999,0000000,1,40.11572500,-82.35420278
40,103,4,27,19,27,2,2,0,0,6,4,0,12,5,2,1,1,2,45,1,2,4,1,20,3,0,1,1,0,19,40,19,45,20,10,0,0,0,0,1,4,1,400155,0,0,2005,NO NAME,LARIAT ROAD,0000000,2,36.31905000,-97.21102778
42,7,4,27,20,15,1,1,0,0,16,6,0,30,0,1,6,1,2,25,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,420438,2310,0,2005,CASE ST,99999999999999999999,0000000,1,40.69955833,-80.27511944
45,21,4,27,17,30,2,4,0,0,3,3,0,12,2,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,2,450291,0,2.2299995422,2005,SR-329,SR-50,0000000,2,35.07195000,-81.56983889
47,7,4,27,19,50,1,1,0,0,2,2,0,21,0,1,4,1,2,45,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,470761,0,125,2005,US-SR28,99999999999999999999,0000000,1,,
47,89,4,27,16,20,2,2,0,0,5,4,0,12,4,1,1,1,2,45,2,1,2,2,0,0,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,4,0,470887,0,7,2005,HARDY RD,99999999999999999999,0000000,2,36.12804722,-83.30481667
48,347,4,27,23,10,1,3,0,0,3,3,0,1,0,1,1,1,2,55,2,1,2,1,0,0,0,2,1,0,23,11,23,27,99,99,0,0,0,0,1,4,0,480816,0,314,2005,SR-21,99999999999999999999,0000000,1,31.56470000,-94.49097222
48,469,4,27,19,5,2,4,0,1,2,2,0,12,5,2,1,2,2,55,1,1,2,1,3,3,0,1,1,1,19,7,19,10,19,24,0,0,0,0,1,4,0,480818,7190,123,2005,US-87,LP463,0000000,2,28.85669167,-97.02523889
48,113,4,27,22,48,3,2,0,1,12,7,0,12,1,1,1,4,2,45,1,1,2,1,0,0,0,2,1,0,22,48,22,49,23,25,0,20,0,0,1,4,1,480875,6260,127,2005,US-175,99999999999999999999,0000000,2,32.66121944,-96.57122222
48,113,4,27,23,30,3,2,1,1,11,1,0,12,3,1,1,3,4,60,1,1,1,1,0,0,0,3,1,0,23,36,23,44,99,99,0,19,0,0,1,4,1,481830,1730,143,2005,I-635,99999999999999999999,0000000,3,32.90869167,-96.89355556
51,43,4,27,19,1,1,1,0,0,6,4,0,42,0,1,4,3,4,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,1,510180,0,60,2005,RT 613,RT 618,0000000,1,39.10400000,-77.98056667
51,7,4,27,20,45,2,2,0,1,2,2,0,12,5,2,1,3,4,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,4,1,510419,0,104,2005,US-360,RT-360,0000000,2,,
55,25,4,27,23,23,2,2,0,0,3,2,0,12,5,2,1,1,2,55,1,1,2,1,20,3,0,2,1,0,23,26,23,33,0,19,0,0,0,0,1,4,0,550173,5372,0,2005,US-51,GRINDE RD,0000000,2,43.26722500,-89.32445278
