STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,ROAD_FNC,HARM_EV,MAN_COLL,SCH_BUS,VEH_NO,MAKE,BODY_TYP,MOD_YEAR,ROLLOVER,TOW_VEH,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,IMPACTS,FIRE_EXP,WGTCD_TR,PER_NO,N_MOT_NO,AGE,SEX,PER_TYP,SEAT_POS,LOCATION,EJECTION,EXTRICAT,ALC_DET,DRINKING,INJ_SEV,HOSPITAL,DEATH_MO,DEATH_DA,DEATH_YR,DEATH_HR,DEATH_MN,LAG_HRS,LAG_MINS,P_CF1,P_CF2,P_CF3,WORK_INJ,ST_CASE,MAK_MOD,VIN_WGT,WHLBS_SH,WHLBS_LG,MCYCL_DS,DEATH_TM,CERT_NO,SER_TR,VINA_MOD,VIN_BT,REST_USE,AIR_BAG,EJ_PATH,DRUGS,DRUG_DET,DRUGTEST,DRUG_RES,ALC_RES
36,53,4,27,16,38,2,4,12,2,0,2,18,4,88,0,0,0,0,12,12,1,0,,1,0,46,2,1,11,0,0,0,9,0,2,1,0,0,0,0,0,,,0,0,0,8,360459,18007,2650,1049,0,,0,000000000000,***,CCU,4D,3,9,0,0,8,9,99,99
36,81,4,27,18,48,1,16,8,0,0,0,,,,,,,,,,,,,1,1,8,1,5,0,4,0,0,9,0,4,1,4,30,92,22,50,76,2,2,0,0,0,360706,,,,,,2250,************,,,,0,0,0,0,8,1,1,0
36,81,4,27,18,48,1,16,8,0,0,1,7,21,85,0,0,0,0,12,12,1,0,,1,0,24,1,1,11,0,0,0,9,0,0,0,0,0,0,0,0,,,0,0,0,8,360706,7461,4342,1270,0,,0,000000000000,***,RMW,SV,2,9,0,0,8,9,99,99
37,13,4,27,19,1,2,16,12,2,0,1,20,2,79,0,0,0,0,1,1,1,0,,1,0,26,1,1,11,0,0,0,9,1,1,9,0,0,0,0,0,,,0,0,0,8,370338,20399,3305,1080,0,,0,000000000000,***,CAM,CP,3,9,0,8,8,9,99,97
37,13,4,27,19,1,2,16,12,2,0,2,13,4,85,0,0,0,0,12,12,1,0,,1,0,63,2,1,11,0,0,0,9,0,2,1,0,0,0,0,0,,,0,0,0,8,370338,13399,3883,1173,0,,0,000000000000,***,TNC,4D,0,9,0,8,8,9,99,96
37,13,4,27,19,1,2,16,12,2,0,2,13,4,85,0,0,0,0,12,12,1,0,,2,0,66,1,2,13,0,0,0,9,0,4,1,5,1,92,7,15,84,14,0,0,0,0,370338,13399,3883,1173,0,,715,************,***,TNC,4D,0,9,0,8,8,0,0,0
37,13,4,27,19,1,2,16,12,2,0,2,13,4,85,0,0,0,0,12,12,1,0,,3,0,39,1,2,23,0,0,0,9,0,2,1,0,0,0,0,0,,,0,0,0,8,370338,13399,3883,1173,0,,0,000000000000,***,TNC,4D,0,9,0,8,8,9,99,96
38,59,4,27,21,30,1,4,1,0,0,1,20,31,73,1,0,0,0,0,0,0,0,2,1,0,90,1,1,11,0,2,0,9,8,4,0,4,27,92,22,30,1,0,0,0,0,0,380025,20481,,,,,2230,************,K20,K20,PK,0,9,1,8,8,0,0,96
38,85,4,27,23,0,1,4,34,0,0,1,12,31,89,2,0,0,0,12,12,1,0,2,1,0,48,1,1,11,0,1,0,8,1,4,0,4,27,92,23,53,0,53,0,0,0,0,380026,12481,,,,,2353,************,COF,F15,PK,0,9,4,8,8,0,0,29
45,71,4,27,16,25,2,4,12,4,0,1,84,22,75,0,0,0,0,12,12,1,0,2,1,0,46,1,1,11,0,0,0,9,0,0,0,0,0,0,0,0,,,0,0,0,8,450188,84466,,,,,0,000000000000,SCT,SC2,UT,3,9,0,0,8,0,0,96
45,71,4,27,16,25,2,4,12,4,0,2,76,80,99,0,0,0,0,10,10,2,0,9,1,0,18,1,1,11,0,0,0,9,0,4,9,4,28,92,99,99,999,99,0,0,0,0,450188,76799,9999,9999,9999,9999,9999,************,999,999,99,0,9,0,0,8,0,0,96
47,155,4,27,20,5,1,4,32,0,0,1,2,14,84,0,0,0,0,12,12,1,0,1,1,0,34,1,1,11,0,0,0,9,1,4,0,4,27,92,99,99,999,99,0,0,0,0,470281,2404,,,,,9999,************,CHK,CHK,2W,0,9,0,8,8,1,1,15
54,79,4,27,16,99,3,1,12,4,0,1,20,30,91,0,0,0,0,12,12,1,0,1,1,0,36,1,1,11,0,0,0,5,0,3,1,0,0,0,0,0,,,0,0,0,8,540104,20471,,,,,0,000000000000,S,S14,PK,0,9,0,8,8,0,0,96
54,79,4,27,16,99,3,1,12,4,0,2,35,2,91,0,0,0,0,3,3,2,0,,1,0,18,1,1,11,0,0,0,5,0,2,1,0,0,0,0,0,,,0,0,0,8,540104,35043,2219,956,0,,0,000000000000,***,SEN,2D,3,9,0,8,8,0,0,96
54,79,4,27,16,99,3,1,12,4,0,2,35,2,91,0,0,0,0,3,3,2,0,,2,0,34,2,2,13,0,0,1,5,0,4,1,4,28,92,9,35,17,99,0,0,0,0,540104,35043,2219,956,0,,935,************,***,SEN,2D,3,9,0,8,8,0,0,96
54,79,4,27,16,99,3,1,12,4,0,2,35,2,91,0,0,0,0,3,3,2,0,,3,0,12,1,2,23,0,0,0,5,0,3,1,0,0,0,0,0,,,0,0,0,8,540104,35043,2219,956,0,,0,000000000000,***,SEN,2D,2,9,0,8,8,0,0,96
54,79,4,27,16,99,3,1,12,4,0,2,35,2,91,0,0,0,0,3,3,2,0,,4,0,11,1,2,21,0,0,0,5,0,2,1,0,0,0,0,0,,,0,0,0,8,540104,35043,2219,956,0,,0,000000000000,***,SEN,2D,2,9,0,8,8,0,0,96
54,79,4,27,16,99,3,1,12,4,0,3,20,4,91,0,0,0,0,12,12,2,0,,1,0,53,2,1,11,0,0,0,5,0,0,0,0,0,0,0,0,,,0,0,0,8,540104,20020,3047,1075,0,,0,000000000000,***,EUR,4D,0,9,0,8,8,0,0,96
55,79,4,27,17,45,2,14,12,4,0,1,12,21,86,0,0,6,1,12,12,1,0,2,1,0,26,1,1,11,0,0,0,9,0,1,1,0,0,0,0,0,,,0,0,0,8,550135,12461,,,,,0,000000000000,CVS,S3V,EV,3,9,0,0,8,0,0,96
55,79,4,27,17,45,2,14,12,4,0,1,12,21,86,0,0,6,1,12,12,1,0,2,2,0,21,1,2,13,0,0,0,9,8,1,1,0,0,0,0,0,,,0,0,0,8,550135,12461,,,,,0,000000000000,CVS,S3V,EV,3,9,0,8,8,0,0,96
55,79,4,27,17,45,2,14,12,4,0,2,19,2,86,0,0,0,0,3,3,2,0,,1,0,76,2,1,11,0,0,0,9,0,3,1,0,0,0,0,0,,,0,0,0,8,550135,19003,3239,1108,0,,0,000000000000,***,DFW,CP,9,9,0,0,8,0,0,96
55,79,4,27,17,45,2,14,12,4,0,2,19,2,86,0,0,0,0,3,3,2,0,,2,0,69,2,2,13,0,0,1,9,8,4,1,4,27,92,18,35,0,50,0,0,0,0,550135,19003,3239,1108,0,,1835,************,***,DFW,CP,3,9,0,8,8,0,0,0
56,13,4,27,23,45,1,5,31,0,0,1,12,31,77,2,0,0,0,12,12,1,0,2,1,0,49,1,1,11,0,1,0,5,1,4,1,4,28,92,1,20,1,35,0,0,0,0,560028,12481,,,,,120,************,COF,F15,PK,0,9,1,8,8,0,0,20
56,13,4,27,23,45,1,5,31,0,0,1,12,31,77,2,0,0,0,12,12,1,0,2,2,0,17,1,2,13,0,0,0,9,9,1,1,0,0,0,0,0,,,0,0,0,8,560028,12481,,,,,0,000000000000,COF,F15,PK,0,9,0,8,8,0,0,96
