STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
1,73,4,27,94,18,50,2,4,0,15,4,0,12,4,2,1,1,2,25,1,1,2,1,20,3,0,5,1,0,99,99,18,56,99,99,0,0,0,0,1,4,1,10294,0,1717,5036,0000000,0
5,143,4,27,94,16,54,3,4,1,13,3,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,16,54,17,7,0,0,0,0,0,0,1,4,1,50137,57,1310,265-2,0000000,0
6,17,4,27,94,16,30,1,1,1,3,3,0,42,0,1,4,1,2,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,61118,137,0,49,0000000,0
6,71,4,27,94,20,29,1,2,1,13,3,0,8,0,2,1,2,2,45,1,1,2,2,0,0,0,3,2,0,99,99,99,99,99,99,0,0,0,0,1,4,0,61119,24,4000,66,0000000,1
12,57,4,27,94,21,20,1,2,9,14,3,0,8,0,1,1,2,2,50,1,1,2,1,0,0,0,2,1,0,21,20,21,24,0,0,0,0,0,0,1,4,0,120618,99999,2950,N50TH,0000000,1
12,99,4,27,94,20,55,1,1,9,6,6,0,33,0,1,4,1,2,0,1,1,2,1,0,0,0,2,1,0,20,59,21,5,99,99,0,0,0,0,1,4,1,120646,99999,0,ZIPCODPLA,0000000,0
12,33,4,27,94,19,49,1,3,9,14,3,0,30,0,1,6,1,2,30,1,1,2,1,40,3,0,3,1,0,19,99,19,50,99,99,0,0,0,0,1,4,1,120650,99999,2490,SR291,0000000,2
12,57,4,27,94,22,40,2,2,9,6,6,0,12,4,2,1,2,5,45,1,1,2,1,4,3,0,3,1,0,22,46,22,51,99,99,0,0,0,0,1,4,1,120654,99999,0,BEARSSAVE,0000000,0
12,127,4,27,94,23,30,2,2,1,2,2,0,12,2,1,1,2,2,55,1,1,2,1,0,0,0,2,1,0,23,31,23,45,99,99,0,0,0,0,1,4,1,120660,99999,0,SR600,0000000,0
12,105,4,27,94,19,35,1,2,9,6,6,0,1,0,1,1,1,2,30,1,1,5,1,28,3,0,5,1,0,19,43,19,55,99,99,0,0,0,0,1,4,0,120661,99999,0,CREWS.ROAD,0000000,0
12,95,4,27,94,20,37,2,3,1,12,3,0,12,4,2,1,2,6,45,1,1,2,1,0,0,0,2,1,0,20,39,20,43,99,99,0,0,0,0,1,4,0,120696,99999,2360,SR50,0000000,0
12,57,4,27,94,20,55,1,2,1,12,2,0,8,0,1,1,1,4,45,1,1,2,1,0,0,0,3,1,0,20,57,21,0,99,99,0,0,0,0,1,4,0,120713,99999,2950,WGANDYBLVD,0000000,1
12,99,4,27,94,18,8,2,4,9,6,6,0,12,4,2,1,2,6,45,1,1,2,2,2,3,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,4,0,120784,99999,0,JOG-ROAD,0000000,0
12,11,4,27,94,19,45,2,4,1,12,3,0,12,4,1,1,2,6,45,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,120972,99999,2948,sr817,0000000,0
20,125,4,27,94,23,43,1,1,0,6,4,0,24,0,1,6,1,2,55,1,2,2,1,0,0,0,2,1,0,23,43,23,45,0,0,0,0,0,0,1,4,1,200100,0,0,CR4800,0000000,0
26,157,4,27,94,20,0,1,2,0,4,4,0,8,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,20,2,20,10,99,99,0,0,0,0,1,4,0,260247,63,0,SAGINAW RD,0000000,1
26,163,4,27,94,16,30,1,1,0,16,6,0,33,0,1,4,1,4,25,1,9,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,260266,5,1260,CHENE,0000000,0
26,163,4,27,94,18,45,2,4,0,16,6,0,12,2,1,1,1,2,30,1,9,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,260273,7,1260,SHERWOOD,0000000,0
28,135,4,27,94,19,46,2,3,0,6,6,0,12,2,1,1,1,2,50,2,1,2,1,0,0,0,5,1,0,19,59,20,12,20,30,0,4,0,0,2,4,1,280178,10,0,TALLAHA RD,0000000,0
29,95,4,27,94,22,25,1,2,0,14,2,0,8,0,1,1,1,2,35,1,2,2,2,0,0,2,3,2,0,22,27,22,34,22,46,0,0,0,0,1,4,0,290240,0,4120,71,0000000,1
30,81,4,27,94,17,45,1,1,0,6,4,0,1,0,1,1,1,2,55,1,1,5,1,0,0,0,1,1,0,18,0,18,15,0,0,0,0,0,0,1,4,0,300037,0,0,NORDHEIM,0000000,0
32,3,4,27,94,22,20,1,2,0,14,6,0,8,0,1,1,2,2,30,1,1,2,1,0,0,0,3,1,0,22,24,22,32,23,0,0,0,0,0,1,4,0,320071,405,0,LASVEGASBL,0000000,1
32,5,4,27,94,21,50,1,1,1,3,2,0,1,0,1,4,2,2,55,1,1,2,1,0,0,0,2,1,0,21,59,22,8,0,0,0,0,0,0,1,4,1,320113,323,0,395,0000000,0
33,7,4,27,94,21,30,1,1,0,4,3,0,11,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,21,35,21,46,99,99,0,0,0,0,1,4,0,330029,553,486,ROUTE 110,0000000,0
36,81,4,27,94,23,50,1,4,0,14,6,0,8,0,3,1,1,2,30,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,360334,0,4170,ROCKAWAY,0000000,1
36,61,4,27,94,18,45,2,4,0,15,6,0,12,2,1,1,1,4,30,1,1,2,2,0,0,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,4,0,360343,0,4170,SOUTH ST,0000000,0
36,103,4,27,94,18,57,4,6,0,14,3,0,12,4,2,1,2,2,99,1,1,2,2,3,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,360487,48,0,27A,0000000,0
37,63,4,27,94,18,0,2,2,0,4,4,0,12,2,1,1,1,4,45,2,2,2,2,0,0,0,1,1,0,99,99,18,4,99,99,0,0,0,0,1,4,0,370370,56,0,RP1959,0000000,0
39,133,4,27,94,18,30,2,3,0,4,3,0,12,2,1,1,1,2,45,2,2,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,1,390125,57,0,SR303,0000000,0
42,61,4,27,94,23,46,1,2,1,2,2,0,8,0,1,1,1,4,55,2,2,2,1,0,0,0,2,1,0,23,48,23,59,0,0,0,19,0,0,1,4,0,420290,210,0,22,0000000,1
42,65,4,27,94,18,40,2,3,0,4,3,0,7,0,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,18,48,19,5,0,0,0,0,0,0,1,4,0,420301,18,0,410,0000000,0
42,55,4,27,94,19,42,2,2,0,5,3,0,12,4,2,1,1,2,45,1,1,2,1,0,0,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,420360,57,0,4010,0000000,0
45,57,4,27,94,17,25,1,2,0,6,4,0,7,0,1,1,1,2,35,1,1,1,1,0,0,0,2,1,0,17,30,99,99,99,99,0,0,0,0,1,4,0,450169,0,0,WADDLESTIN,0000000,0
45,83,4,27,94,21,29,2,3,1,13,3,0,12,4,2,1,1,2,35,1,1,2,2,3,3,0,5,2,0,21,29,21,35,99,99,0,0,0,0,1,4,0,450217,2406,2460,56,0000000,0
