STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
19,47,4,20,96,17,10,1,1,1,2,2,0,1,0,2,4,1,2,55,1,2,1,1,0,0,0,1,1,0,17,14,17,22,17,45,0,0,0,0,1,7,1,190096,19030,0,59,0000000,0
21,45,4,20,96,21,30,1,1,0,4,3,0,24,0,1,4,1,2,55,2,2,2,1,0,0,0,2,1,0,20,41,20,46,21,20,0,0,0,0,1,7,0,210205,116,0,0070,0000000,0
22,71,4,20,96,18,50,2,6,0,16,6,0,12,4,2,1,1,2,25,1,1,2,1,21,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,7,0,220430,0,1690,CURRANBLVD,0000000,0
26,163,4,20,96,23,0,1,1,0,16,6,0,14,0,1,4,4,3,35,1,9,9,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,7,0,260331,2,1260,KEYSTONE,0000000,0
26,163,4,20,96,20,30,2,4,0,14,4,0,12,4,2,1,1,3,30,1,9,9,1,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,7,0,260340,11,1260,CHANDLER P,0000000,0
26,79,4,20,96,22,35,2,4,1,2,2,0,12,2,1,1,1,2,55,1,9,2,2,0,0,0,2,2,0,22,40,22,45,99,99,0,0,0,0,1,7,0,260576,181,0,131,0000000,0
28,89,4,20,96,23,10,2,3,0,6,4,0,12,2,1,1,1,2,45,2,1,2,1,0,0,0,2,1,0,23,24,23,38,23,52,0,0,0,0,1,7,1,280183,30,0,ROBINSON,0000000,0
29,213,4,20,96,22,43,1,4,0,6,6,0,8,0,1,1,2,2,35,1,1,1,1,0,0,0,2,1,0,22,45,22,49,23,8,0,0,0,0,1,7,0,290253,0,980,SHEPHILEXP,0000000,2
30,47,4,20,96,20,10,1,2,0,3,3,0,1,0,1,6,1,2,0,2,1,2,1,0,0,0,1,1,0,20,13,20,22,21,28,0,0,0,0,1,7,1,300045,821,0,83,0000000,0
36,117,4,20,96,21,20,2,3,1,2,3,0,12,2,1,1,1,2,55,1,1,2,2,0,0,0,2,1,0,21,22,21,35,21,52,0,0,0,0,1,7,1,360347,131,0,104,0000000,0
37,51,4,20,96,19,9,2,3,0,5,4,0,12,2,1,1,1,2,55,1,1,2,2,0,0,0,2,2,0,99,99,19,21,99,99,0,0,0,0,1,7,0,370318,99999,0,RP1124,0000000,0
37,57,4,20,96,23,0,1,2,1,1,1,0,8,0,1,1,3,4,65,1,1,1,1,0,0,0,2,1,0,99,99,23,14,99,99,0,0,0,0,1,7,0,370320,99999,0,I85,0000000,1
37,57,4,20,96,16,40,2,3,0,13,3,0,12,2,1,1,1,2,55,1,2,2,2,0,0,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,7,0,370321,3781,0,NC109,0000000,0
37,183,4,20,96,18,25,2,3,0,6,4,0,12,4,2,1,1,2,55,1,1,2,2,20,3,0,2,2,0,99,99,18,42,99,99,0,0,0,0,1,7,0,370323,99999,0,RPR1386,0000000,0
37,1,4,20,96,23,15,1,4,0,6,4,0,42,0,1,5,1,2,55,2,1,2,2,0,0,0,2,2,0,99,99,0,10,99,99,0,0,0,0,1,7,1,370388,99999,0,RP2178,0000000,0
37,119,4,20,96,17,39,3,5,0,13,5,0,12,4,4,1,1,2,45,1,2,2,2,0,0,0,1,2,0,99,99,17,43,99,99,0,0,0,0,1,7,0,370468,99999,9997,LAWYERS RD,0000000,0
39,29,4,20,96,18,10,1,2,0,4,5,0,30,0,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,18,22,18,38,19,5,0,0,0,0,1,7,1,390260,0,0,776,0000000,0
39,61,4,20,96,23,25,1,1,1,11,1,0,32,0,1,5,2,3,55,2,2,2,1,0,0,0,3,1,0,23,27,23,34,99,99,0,0,0,0,1,7,0,390300,171,1610,I74,0000000,0
39,29,4,20,96,19,35,1,1,0,15,6,0,33,0,1,5,1,9,25,2,2,2,1,0,0,0,1,1,0,19,36,19,42,19,57,0,0,0,0,1,7,0,390301,0,2360,MAINE   BO,0000000,0
40,133,4,20,96,19,0,1,2,0,4,3,0,37,0,1,4,1,2,65,2,2,2,1,0,0,0,1,1,0,18,51,18,52,19,34,0,0,0,0,1,7,0,400164,26,0,39,0000000,0
41,53,4,20,96,23,44,2,3,0,2,3,0,12,4,2,1,2,1,55,1,1,2,1,5,3,0,2,1,0,23,44,23,49,0,27,0,0,0,0,1,7,1,410140,600,0,91,0000000,0
42,11,4,20,96,18,0,2,3,0,16,5,0,12,4,2,1,1,2,45,1,2,9,1,0,0,0,1,1,0,18,0,18,8,18,22,0,0,0,0,1,7,0,420279,0,0,TWP-937,0000000,0
42,87,4,20,96,20,40,1,1,0,15,3,0,30,0,1,6,1,2,35,2,1,1,1,0,0,0,2,1,0,20,41,20,42,21,11,0,0,0,0,1,7,0,420405,6,0,2005,0000000,0
47,113,4,20,96,19,45,1,2,0,4,3,0,8,0,1,1,1,2,99,1,1,1,1,0,0,0,2,1,0,20,3,20,7,0,0,0,0,0,0,1,7,0,470289,6,0,SR197,0000000,1
48,141,4,20,96,21,0,1,2,1,12,8,0,8,0,1,1,2,3,55,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,480802,104,2190,LP375,0000000,1
48,283,4,20,96,19,45,2,3,1,1,7,0,12,4,2,1,1,2,99,1,1,2,1,20,3,0,1,1,0,19,52,20,1,20,12,0,0,0,0,1,7,1,480805,110,0,I35,0000000,0
48,485,4,20,96,21,34,1,6,0,16,5,0,30,0,1,4,1,4,35,1,1,2,1,0,0,0,2,1,0,21,36,21,40,21,59,0,0,0,0,1,7,0,480807,0,7490,WINDTHORST,0000000,0
48,453,4,20,96,22,36,2,2,1,12,7,0,12,4,2,1,4,3,55,1,1,2,1,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,480836,72,330,LP1,0000000,0
48,371,4,20,96,21,33,2,2,1,1,1,0,12,2,1,1,2,2,60,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,480897,383,2440,I10,0000000,0
48,425,4,20,96,22,26,2,5,0,4,3,0,12,2,2,1,1,2,30,2,1,2,1,0,0,0,3,1,0,22,29,22,38,22,56,0,0,0,0,2,7,1,480898,27,2680,144,0000000,0
48,299,4,20,96,21,48,2,3,0,4,8,0,12,4,2,1,2,2,35,1,1,2,1,3,3,0,3,1,0,21,48,21,50,22,26,0,0,0,0,1,7,1,481167,105,0,FM1431,0000000,0
49,57,4,20,96,20,3,1,1,1,11,1,0,26,0,1,6,3,3,65,2,1,2,1,0,0,0,1,1,0,20,11,20,15,20,27,0,0,0,0,1,7,0,490060,34406,1350,I15,0000000,0
51,157,4,20,96,18,30,1,5,0,4,4,0,42,0,1,6,1,2,55,2,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,7,0,510202,88,0,RT729,0000000,0
53,19,4,20,96,16,35,1,7,0,4,3,3,35,0,1,6,1,2,55,1,1,2,1,0,0,0,1,1,0,17,50,18,0,19,50,0,0,0,0,1,7,0,530161,1079,0,21,0000000,0
54,99,4,20,96,22,50,1,1,0,6,4,0,42,0,1,4,1,2,55,2,2,4,2,0,0,0,2,1,0,23,0,23,10,0,40,0,0,0,0,1,7,1,540074,25,0,42,0000000,0
