STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
13,130330,1,1,0,0,0,2,2,135,0,20,4,2013,7,16,47,0,15,4,CR-195100,,7,33.94238611,-84.02084444,0,1,0,0,1,1,0,1,1,1,0,1,0,0000000,16,47,16,56,17,13,0,0,0,1,0
18,180191,2,2,0,0,0,2,2,55,2690,20,4,2013,7,23,55,0,4,3,SR-59 N,CR-400 N,0,39.08314444,-87.18535556,0,12,2,0,3,2,0,1,2,1,0,1,0,0000000,23,58,0,52,99,99,0,0,0,1,1
23,230021,1,1,0,0,0,1,1,23,3170,20,4,2013,7,21,46,0,6,6,BAY POINT ROAD,,0,43.78642778,-69.76101667,0,35,0,0,1,1,0,6,2,1,0,1,0,0000000,21,49,22,0,99,99,0,0,0,1,1
23,230022,1,1,0,0,0,2,2,19,3603,20,4,2013,7,18,6,0,6,6,BOG ROAD,,0,44.76536111,-68.92375833,0,1,0,0,1,1,0,2,1,1,0,1,0,0000000,18,12,18,20,18,37,0,0,0,1,1
25,250037,1,1,0,0,0,1,1,23,770,20,4,2013,7,23,4,0,16,8,NORTH STREET,OAK STREET,0,41.90137222,-70.91222222,0,59,0,0,2,4,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
28,280150,2,2,0,0,0,2,2,93,0,20,4,2013,7,18,15,1,2,2,US-72 WEST,JORDAN ROAD,500,34.95417222,-89.48596667,0,12,1,0,3,3,0,1,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
28,280151,1,1,0,0,0,1,1,51,0,20,4,2013,7,21,42,0,3,3,SR-17,,99998,32.90865833,-89.95988333,0,34,0,0,1,1,0,6,2,1,0,1,0,0000000,99,98,99,98,88,88,0,0,0,1,0
30,300051,1,1,0,0,0,1,1,3,0,20,4,2013,7,21,57,0,3,3,SR-451,,308,45.10477778,-107.3898861,3,1,0,0,1,1,0,1,2,10,0,10,0,0000000,22,4,22,18,88,88,0,0,0,1,1
31,310045,1,1,0,0,0,1,1,87,0,20,4,2013,7,20,6,1,2,2,US-6,,583,40.34231944,-101.0983,0,11,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
35,350056,2,2,0,0,0,2,2,9,190,20,4,2013,7,23,31,1,2,2,US-60,NORRIS,3090,34.39629722,-103.1784083,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
36,360214,1,1,0,1,1,2,2,59,4090,20,4,2013,7,20,9,1,2,3,SR-25A NORTHERN BLVD,,0,99.99990000,999.99990000,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
36,360241,1,1,0,0,0,2,2,97,6480,20,4,2013,7,21,34,0,6,4,CR-19,,0,42.34141111,-76.96414444,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,21,34,21,45,99,99,0,0,0,1,0
36,360255,2,2,0,0,0,3,3,111,3329,20,4,2013,7,21,52,1,2,2,US-9W,SR-299,0,41.74203889,-73.964125,0,12,6,0,2,2,0,1,3,1,0,1,0,0000000,21,52,21,58,22,35,0,0,0,1,0
37,370318,1,1,0,0,0,1,1,5,0,20,4,2013,7,17,28,0,6,6,REEVES RIDGE RD,,0,36.53365278,-81.21025,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,17,7,17,17,88,88,0,0,0,1,0
38,380028,1,1,0,0,0,1,1,105,0,20,4,2013,7,17,10,0,6,4,CR-151 AVE NW,CR-40 ST NW CANAL ST,0,47.99166111,-103.9472889,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,17,15,17,37,18,6,0,0,0,1,1
40,400142,2,2,0,0,0,3,3,103,0,20,4,2013,7,22,51,0,3,2,US-177,,92,36.42368889,-97.06776389,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,22,54,23,20,0,55,0,0,0,2,0
42,420224,2,1,1,0,0,1,1,79,9340,20,4,2013,7,21,7,0,16,6,PENNSYLVANIA AVE,,0,41.24676667,-75.87366944,0,14,0,0,1,1,0,1,3,1,0,1,0,0000000,21,9,21,13,21,34,0,0,0,1,1
47,470208,1,1,0,2,2,1,1,157,1620,20,4,2013,7,22,23,1,13,3,SR-176 NEW GETWELL RD,,57,35.07459167,-89.93169722,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1
48,480820,2,2,0,0,0,2,2,15,0,20,4,2013,7,22,57,0,4,8,FM109,,77,29.98501389,-96.49806389,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,23,15,23,43,0,35,0,0,0,1,2
48,480821,1,1,0,1,1,1,1,39,0,20,4,2013,7,20,45,0,14,8,FM-2403,,15,29.377175,-95.25400833,0,9,0,0,1,1,0,99,2,1,0,1,0,0000000,99,98,99,98,88,88,0,0,0,1,0
48,480823,1,1,0,0,0,1,1,113,2310,20,4,2013,7,19,26,0,16,5,DENTON DR,,0,32.93093611,-96.89928611,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
48,480827,1,1,0,0,0,1,1,365,0,20,4,2013,7,23,25,0,5,8,FM124,,65,32.21850833,-94.46398056,0,59,0,0,1,1,0,4,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
48,480888,1,1,0,1,1,1,1,181,0,20,4,2013,7,22,29,1,2,2,US-82,,257,33.65136944,-96.5091,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,22,26,22,33,22,56,0,0,0,1,1
48,481345,2,2,0,0,0,4,4,355,1550,20,4,2013,7,23,22,1,11,7,I-37/ANTELOPE ST,PORT AVE,10,27.79756944,-97.41470833,0,12,6,1,2,2,0,1,3,10,0,10,0,0000000,23,23,23,38,23,52,20,0,0,1,2
