STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
32,3,4,20,97,16,50,1,1,1,2,2,0,1,0,1,1,1,2,70,1,1,2,1,0,0,0,1,1,0,16,53,17,35,0,0,0,0,0,0,1,1,0,320043,685,0,93,0000000,0
34,11,4,20,97,20,8,2,2,1,2,3,0,12,4,4,1,1,2,50,1,1,2,1,0,0,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,340239,200,0,RT49,0000000,0
36,55,4,20,97,18,50,2,5,0,14,4,0,12,4,2,1,1,2,35,1,1,1,1,20,3,0,1,1,0,18,54,19,14,19,42,0,0,0,0,1,1,0,360380,0,2898,91,0000000,0
36,47,4,20,97,22,0,4,10,0,13,3,0,12,4,1,1,2,4,99,1,1,2,1,0,0,1,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,360420,99999,4170,FLATBSH AV,0000000,0
36,65,4,20,97,18,8,1,1,1,2,3,0,35,0,1,2,1,2,45,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,360752,33,6270,5,0000000,0
39,151,4,20,97,19,0,2,2,0,3,3,0,12,2,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,19,7,19,16,19,41,0,0,0,0,1,1,0,390330,43,0,SR44,0000000,0
42,99,4,20,97,22,0,1,2,0,3,3,0,26,0,1,4,1,2,45,2,2,2,1,0,0,0,2,1,0,99,99,22,12,0,0,0,0,0,0,1,1,1,420442,338,0,274,0000000,0
47,155,4,20,97,18,4,1,2,1,1,1,0,24,0,1,3,3,3,65,1,1,2,1,0,0,0,1,1,0,18,8,18,21,99,99,0,0,0,0,1,1,0,470274,47,2170,I40,0000000,0
48,167,4,20,97,23,53,2,3,0,16,5,0,12,4,2,1,1,2,30,1,1,2,1,3,3,0,3,1,0,23,53,23,55,0,13,0,0,0,0,1,1,1,480775,0,2570,35TH,0000000,0
48,215,4,20,97,21,50,1,3,0,6,4,0,15,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,21,52,21,58,22,32,0,0,0,0,1,1,0,480777,0,0,BENTSENPLM,0000000,2
48,217,4,20,97,16,40,1,2,0,4,8,0,42,0,1,4,1,2,45,2,1,2,1,40,3,0,1,1,0,17,23,17,50,18,17,0,0,0,0,1,1,1,480778,13,730,FM933,0000000,0
48,439,4,20,97,21,40,1,1,1,11,7,0,46,0,11,4,4,2,40,1,1,2,2,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,480783,270,2450,I820,0000000,0
48,477,4,20,97,20,10,1,2,0,6,4,0,5,0,1,1,1,2,45,1,1,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,480784,0,0,LBJDRIVE,0000000,0
51,19,4,20,97,18,20,2,5,0,3,3,0,12,1,1,1,3,4,55,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,510250,315,0,RT24E,0000000,0
55,85,4,20,97,18,10,1,1,0,19,6,0,1,0,1,1,1,2,99,1,9,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,550636,0,4060,W HILL RD,0000000,0
