STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
1,29,4,20,97,20,55,1,1,0,6,4,0,1,0,1,6,1,2,40,2,2,2,1,0,0,0,2,1,0,99,99,21,22,0,0,0,0,0,0,1,1,0,10264,0,0,1006,0000000,0
1,117,4,20,97,16,40,1,1,0,6,4,0,34,0,1,6,1,2,45,1,2,9,1,0,0,0,1,1,0,99,99,16,49,0,0,0,0,0,0,1,1,0,10286,0,0,5073,0000000,0
6,113,4,20,97,17,35,1,1,0,15,6,0,1,0,1,6,1,2,40,2,1,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,1,1,60678,0,4163,SRIVER RD,0000000,0
6,59,4,20,97,18,21,2,4,0,13,3,0,12,4,2,1,1,4,40,1,1,2,1,3,3,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,60700,0,1410,WESTMINSTR,0000000,0
12,11,4,20,97,22,0,3,8,0,14,6,0,13,6,1,1,2,4,45,1,1,2,1,0,0,0,3,1,0,22,0,22,0,99,99,0,0,0,0,1,1,1,120714,99999,2468,SHERIDANST,0000000,0
12,25,4,20,97,19,11,2,2,0,13,3,0,12,5,1,1,1,2,35,1,1,2,1,0,0,0,1,1,0,19,12,19,15,99,99,0,0,0,0,1,1,0,121491,99999,0,SR 826,0000000,0
13,73,4,20,97,18,36,1,3,0,3,2,0,1,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,18,36,18,47,19,25,0,0,0,0,1,1,1,130389,54,0,SR47,0000000,0
13,85,4,20,97,16,30,1,1,0,4,3,0,42,0,1,6,1,2,55,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,130390,46,0,183,0000000,0
13,119,4,20,97,17,40,1,1,0,6,4,0,32,0,1,6,1,2,50,2,2,2,1,0,0,0,1,1,0,17,41,17,46,18,9,0,0,0,0,1,1,0,130392,69,0,384,0000000,0
13,255,4,20,97,22,37,1,1,1,2,2,0,42,0,1,6,1,2,55,1,1,2,1,0,0,0,2,1,0,22,37,22,48,0,0,0,0,0,0,1,1,0,130393,20,0,SR16,0000000,0
16,69,4,20,97,20,58,1,1,0,14,6,0,30,0,1,4,1,2,25,2,1,2,1,0,0,0,3,1,0,20,59,21,0,0,0,0,0,0,0,1,1,1,160052,2,960,MAINS,0000000,0
22,101,4,20,97,20,15,2,6,1,13,2,0,12,4,2,1,2,2,55,1,1,1,1,20,3,0,2,1,0,20,16,20,24,99,99,0,0,0,0,1,1,0,220433,1517,780,90,0000000,0
23,5,4,20,97,23,0,1,2,0,4,3,0,42,0,1,4,1,2,40,2,2,2,1,40,3,0,3,1,0,23,4,23,7,23,48,0,0,0,0,1,1,1,230069,99999,3606,123,0000000,0
24,510,4,20,97,20,0,3,2,0,13,6,0,12,2,3,1,1,2,25,1,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,240287,0,50,FLEET ST.,0000000,0
25,15,4,20,97,20,28,3,7,0,13,3,0,12,2,1,1,1,2,40,1,1,2,1,0,0,0,5,1,0,20,30,20,36,21,13,0,0,0,0,1,1,0,250071,15,437,RTE116,0000000,0
26,163,4,20,97,16,45,2,4,0,13,4,0,12,4,2,1,1,9,30,1,9,9,1,3,3,1,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,260277,20,1260,WARREN,0000000,0
28,11,4,20,97,18,3,1,1,0,3,3,0,34,0,1,6,1,2,55,1,1,2,1,0,0,0,1,1,0,18,11,18,30,18,39,0,0,0,0,1,1,1,280169,246,0,MS 1,0000000,0
29,139,4,20,97,16,30,1,1,1,1,1,0,34,0,1,3,2,2,70,2,2,2,1,0,0,0,1,1,0,16,30,16,38,0,0,0,0,0,0,1,1,1,290221,168,0,I70,0000000,0
29,15,4,20,97,18,27,1,2,0,6,4,0,5,0,1,1,1,2,45,1,1,2,2,0,0,0,1,2,0,18,36,18,42,0,0,0,0,0,0,1,1,0,290222,0,0,TRUMANACRD,0000000,0
29,221,4,20,97,19,5,1,1,0,4,3,0,1,0,1,4,1,2,55,1,2,2,1,0,0,0,1,1,0,19,11,19,30,0,0,0,0,0,0,1,1,0,290223,28,0,RTH,0000000,0
