STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
5,50102,1,1,0,0,0,2,2,139,1210,20,4,2014,1,18,13,0,14,5,CS- LAKELAND DR,,0,33.18673333,-92.64669722,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,18,10,18,14,18,27,0,0,0,1,0
5,50103,2,2,0,0,0,3,3,51,0,20,4,2014,1,18,17,1,2,2,US- 270-05,CS- THORNTON FERRY ROAD,170,34.50328333,-93.12587222,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,18,18,18,24,88,88,0,0,0,1,1
5,50104,1,1,0,0,0,2,2,47,0,20,4,2014,1,20,12,0,5,3,SR- 23-06,,65,35.40404444,-93.84278611,0,42,0,0,1,1,0,4,5,1,0,1,0,0000000,20,12,20,33,99,99,0,0,0,1,1
6,60581,2,2,0,0,0,2,2,37,810,20,4,2014,1,22,55,0,14,6,WILMINGTON AVENUE,WALNUT STREET,0,33.876075,-118.2361667,0,12,6,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
6,60689,1,1,0,0,0,1,1,105,0,20,4,2014,1,18,15,0,2,3,SR-36,,328,40.39881667,-123.1267472,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
6,61503,1,1,0,0,0,1,1,37,2929,20,4,2014,1,16,35,0,13,6,PALOS VERDES DR,,0,33.74308889,-118.3776,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
9,90134,2,2,0,1,1,3,3,1,700,20,4,2014,1,18,48,0,16,6,WOODLAND AVENUE,,0,41.04383056,-73.54013889,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,18,48,18,52,19,13,0,0,0,1,0
12,120452,1,1,0,0,0,2,2,23,0,20,4,2014,1,18,25,0,6,4,CR-252,,0,30.16163056,-82.7695,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
12,120453,1,1,0,1,1,2,2,15,0,20,4,2014,1,20,9,1,13,2,US-41,CONWAY BLVD,99998,26.97528889,-82.08928056,0,8,0,0,3,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
12,121202,1,1,0,1,1,2,2,95,70,20,4,2014,1,20,18,1,13,2,US-441,,99998,28.67934167,-81.521525,0,8,0,0,1,1,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
