STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
1,133,4,20,23,30,1,1,0,0,5,4,0,42,0,1,4,1,2,20,2,2,2,2,0,0,0,2,1,1,99,99,12,33,0,0,0,0,0,0,1,1,1,10197,0,0,2003,1361,0000000,34.116122222,-87.17226944
1,5,4,20,19,1,1,2,0,1,12,2,0,42,0,1,4,2,2,65,1,2,2,1,0,0,0,5,1,0,99,99,19,22,99,99,0,0,0,0,1,1,0,10302,1050,99999,2003,US-SR1,0000000,31.996427778,-85.11523611
4,15,4,20,19,52,1,4,0,1,11,1,0,1,0,1,3,2,2,75,1,2,2,1,0,0,0,2,1,0,19,52,20,1,99,99,0,0,0,0,1,1,0,40250,260,545,2003,I-40,0000000,,
4,19,4,20,21,41,2,9,0,0,3,3,3,12,2,2,1,1,2,40,1,1,2,1,20,3,0,9,1,0,21,41,21,49,99,99,0,0,0,0,1,1,1,40251,425,99999,2003,SR-86,0000000,,
5,131,4,20,16,57,1,1,0,0,16,6,0,30,0,1,4,1,5,40,2,1,1,1,0,0,0,1,1,0,16,57,17,4,17,17,0,0,0,0,1,1,0,50138,1370,0,2003,PHOENIX AVE,0000000,35.341594444,-94.37465
6,9,4,20,16,55,1,1,0,0,4,4,0,1,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,60928,0,0,2003,POOL STATION RD,0000000,38.171869444,-120.6755194
6,111,4,20,20,36,1,2,0,0,3,3,0,24,0,1,4,1,3,55,2,2,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,60929,0,41,2003,SR-1,0000000,34.072191667,-119.01765
6,107,4,20,20,45,1,5,0,0,4,3,0,43,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,2,60930,0,103,2003,SR-201,0000000,36.5164,-119.3542333
6,65,4,20,17,35,2,5,0,0,4,3,0,12,4,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,2,1,2,60983,0,238,2003,SR-111,0000000,33.634147222,-116.1339083
6,71,4,20,19,54,2,2,0,0,3,3,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,2,1,0,60984,0,4,2003,SR-138,0000000,34.448038889,-117.6541778
6,89,4,20,18,45,1,2,0,0,6,4,0,42,0,1,4,1,2,15,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,61346,0,0,2003,PLATEAU PINES RD,0000000,40.507572222,-121.8090917
12,105,4,20,17,50,2,5,0,0,6,8,0,12,2,2,1,1,2,45,1,1,2,1,0,0,0,1,1,0,17,52,17,57,99,99,0,0,0,0,1,1,0,120805,0,99999,2003,DERBY AVE,0000000,28.055191667,-81.80181944
12,115,4,20,18,0,2,2,0,0,6,6,0,12,4,2,2,2,2,40,1,1,2,1,3,3,0,1,1,0,18,0,18,3,99,99,0,0,0,0,1,1,1,120807,0,99999,2003,UNIVERSITY PKWY,0000000,27.388294444,-82.53693889
12,86,4,20,23,0,1,1,0,0,15,6,0,35,0,1,5,2,2,40,2,1,1,1,0,0,0,3,1,0,23,6,23,20,0,0,0,0,0,0,1,1,1,120809,1440,99999,2003,SE 24TH ST,0000000,25.799655556,-80.21343889
12,71,4,20,22,8,2,4,0,0,3,3,0,12,2,3,1,1,2,60,1,1,2,1,0,0,0,2,1,0,22,8,22,17,99,99,0,0,0,0,1,1,1,120811,0,99999,2003,SR-82,0000000,26.543861111,-81.63645556
12,19,4,20,20,17,2,2,0,0,3,8,0,12,1,3,1,1,2,45,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,120920,0,99999,2003,CR-739,0000000,30.070633333,-81.80975833
13,295,4,20,18,10,2,4,0,0,6,4,0,12,2,1,1,1,2,45,1,2,2,1,0,0,0,1,1,0,18,13,18,22,99,99,0,0,0,0,1,1,0,130356,0,20,2003,130,0000000,34.721066667,-85.22995556
13,209,4,20,17,41,1,1,0,0,6,4,0,47,0,1,6,1,2,35,1,1,5,1,0,0,0,1,1,0,17,44,18,4,18,42,0,0,0,0,1,1,1,130449,0,1,2003,115,0000000,,
13,89,4,20,21,40,1,4,1,0,14,3,0,8,0,2,1,5,6,45,1,3,2,1,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,130624,0,15,2003,SR-13,0000000,33.842008333,-84.32975833
16,19,4,20,18,55,1,1,0,1,2,2,0,1,0,1,1,1,3,55,2,2,2,1,0,0,0,1,1,0,18,59,19,13,0,0,0,0,0,0,1,1,1,160057,0,3723,2003,US-26,0000000,43.458708333,-111.4132694
18,17,4,20,17,38,2,6,0,0,6,4,0,12,5,2,1,1,2,50,1,1,9,1,20,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,180156,0,0,2003,CR-900,0000000,40.895694444,-86.36535
