STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
21,85,4,20,18,0,2,3,0,0,4,3,0,12,2,1,1,1,2,55,2,2,2,2,0,0,0,1,2,0,18,9,18,26,18,53,0,0,0,0,1,1,0,210209,550,8,2003,SR-79,0000000,37.387361111,-86.54239444
22,7,4,20,21,55,1,2,1,0,3,3,0,8,0,1,1,1,2,55,2,1,2,1,0,0,0,2,1,0,22,22,22,30,23,17,0,0,0,0,1,1,1,220184,0,10990,2003,SR-1,0000000,30.008888889,-91.04625
25,17,4,20,18,42,1,1,0,0,6,8,0,1,0,1,2,1,2,40,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,250083,1297,0,2003,WALLACE HILL ROAD,0000000,42.678486111,-71.67598056
26,163,4,20,18,9,4,10,0,1,11,1,0,12,7,1,1,3,4,70,1,2,2,2,0,0,0,1,2,0,99,99,18,12,99,99,0,0,0,0,1,1,0,260295,4166,67,2003,I-96,0000000,42.383972222,-83.31356111
26,25,4,20,20,10,3,6,0,1,11,1,0,13,4,1,1,2,2,70,1,1,1,1,0,0,0,1,1,0,20,11,20,16,99,99,0,0,0,0,1,1,0,260710,0,110,2003,I-94,0000000,42.295541667,-85.09782778
28,91,4,20,20,52,2,4,0,0,6,4,0,12,2,1,1,1,2,55,2,1,2,2,0,0,0,2,2,0,21,3,21,19,21,30,0,0,0,0,1,1,1,280178,0,6,2003,SHILOH FIRE TOWER RD,0000000,31.193208333,-89.92816389
28,37,4,20,20,59,1,1,0,0,6,4,0,42,0,1,6,1,2,45,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,280260,0,6,2003,BILL LOFTON RD,0000000,31.513822222,-90.69148333
30,89,4,20,17,15,1,1,0,0,5,3,0,34,0,1,4,1,2,70,2,2,2,1,0,0,0,1,1,0,17,16,17,29,0,0,0,0,0,0,1,1,0,300048,0,139,2003,SR-S382,0000000,47.546108333,-114.6189833
34,7,4,20,23,40,1,1,0,1,13,2,0,33,0,5,4,6,1,55,2,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,340127,2545,341,2003,US-130,0000000,39.972966667,-75.03889722
34,7,4,20,19,13,1,1,0,1,13,3,0,38,0,1,2,1,2,45,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,340128,598,69,2003,SR-70,0000000,39.898025,-74.95302222
35,13,4,20,19,47,1,1,0,0,9,4,0,11,0,1,1,4,1,25,1,1,5,1,0,0,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,350020,0,0,2003,ALAMO STREET,0000000,32.305102778,-106.7653
36,103,4,20,21,54,1,5,1,0,15,5,0,8,0,1,1,1,4,99,1,1,2,1,0,0,0,3,1,0,21,54,21,54,99,99,0,0,0,0,1,1,1,360262,705,0,2003,HORSEBLOCK ROAD,0000000,40.833055556,-73.03775556
36,35,4,20,17,0,2,5,0,0,14,6,0,12,5,1,1,1,2,45,1,1,2,1,0,0,0,1,1,0,17,2,17,5,17,16,0,0,0,0,1,1,0,360739,2980,0,2003,N COMRIE AVE,0000000,43.026322222,-74.35588889
37,1,4,20,19,19,2,6,0,1,11,1,0,12,5,15,1,3,4,65,1,1,2,1,0,0,0,1,1,0,19,19,19,23,19,58,0,0,0,0,1,1,1,370309,700,99999,2003,I-40,0000000,36.063994444,-79.43116944
39,35,4,20,19,40,1,1,0,0,16,6,0,33,0,1,5,1,2,25,1,1,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,390267,1680,0,2003,RIVERSIDE-AVE,0000000,41.455377778,-81.70619722
42,17,4,20,19,39,2,3,0,0,13,3,0,12,5,2,1,5,2,40,1,1,2,1,20,3,0,5,1,0,99,99,99,99,0,0,0,0,0,0,1,1,0,420173,0,14,2003,SR-2006,0000000,40.135913889,-74.88218056
42,119,4,20,18,20,1,3,1,0,6,5,0,8,0,1,1,1,2,25,1,1,2,1,0,0,0,1,1,0,18,24,18,34,0,0,0,0,0,0,1,1,0,420364,0,0,2003,LIBBY RD,0000000,40.8842,-77.13355556
47,157,4,20,21,45,2,6,0,0,13,6,0,12,4,1,1,5,3,40,1,1,2,2,0,0,0,2,2,0,99,99,99,99,99,99,0,0,0,0,1,1,0,470390,1620,57,2003,WINCHESTER,0000000,35.052480556,-89.96124722
48,113,4,20,20,27,2,3,0,0,6,5,0,12,5,2,1,1,4,35,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,480748,1420,0,2003,JEFFERSON,0000000,32.739111111,-96.88424167
48,189,4,20,20,34,1,2,0,0,16,5,0,42,0,1,4,1,2,30,1,1,2,1,0,0,0,5,1,0,20,34,20,38,20,51,0,0,0,0,1,1,1,480752,5380,0,2003,10TH,0000000,34.190586111,-101.7180806
48,505,4,20,20,11,1,6,0,1,2,2,0,1,0,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,20,15,20,33,99,99,0,0,0,0,2,1,0,480759,0,528,2003,US-83,0000000,26.663177778,-99.10503333
48,201,4,20,22,40,1,3,1,1,12,3,0,9,0,1,1,2,3,55,1,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,480850,0,193,2003,SR-249,0000000,29.897627778,-95.45895556
48,389,4,20,18,44,1,4,0,0,4,3,0,1,0,1,4,1,2,70,1,1,2,1,0,0,0,1,1,0,18,50,19,3,19,26,0,0,0,0,1,1,0,480851,0,152,2003,SR-17,0000000,31.344791667,-103.5341333
48,19,4,20,17,45,2,5,0,0,3,3,0,12,5,2,1,1,2,65,1,1,2,1,5,3,0,1,1,0,18,7,18,16,18,48,0,0,0,0,1,1,0,481109,0,129,2003,SR-16,0000000,29.712422222,-98.89009722
48,141,4,20,21,20,1,3,1,0,14,8,0,8,0,1,1,1,2,45,1,1,2,1,0,0,0,3,1,0,21,16,21,19,21,51,0,19,0,0,1,1,0,481110,2190,19,2003,FM258,0000000,31.666233333,-106.3087667
48,329,4,20,22,30,2,4,0,0,6,4,0,12,1,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,22,35,22,40,23,1,0,0,0,0,2,1,1,481111,0,0,2003,1210,0000000,31.935483333,-102.0973778
50,7,4,20,17,0,2,4,0,0,4,5,0,12,2,1,1,1,2,40,2,1,2,1,0,0,0,1,1,0,17,1,17,16,17,40,0,0,0,0,2,1,0,500016,246,20,2003,FAS-199,0000000,44.307625,-73.10864167
51,165,4,20,23,30,1,1,0,0,4,4,0,42,0,10,4,1,2,55,2,2,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,1,1,510245,0,0,2003,RT-701,0000000,,
53,17,4,20,23,52,2,7,0,0,6,4,0,12,5,2,1,1,2,30,1,1,2,1,20,3,0,2,1,0,23,54,23,56,0,24,0,0,0,0,1,1,2,530118,0,13,2003,4TH ST SE,0000000,47.41165,-120.2606306
55,83,4,20,18,8,1,1,0,0,4,4,0,1,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,18,8,18,21,18,51,0,0,0,0,1,1,1,550193,0,0,2003,S,0000000,44.720197222,-88.13295278
