STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
4,19,4,20,20,5,2,13,0,0,4,3,0,12,2,1,1,5,1,55,1,1,2,1,0,0,1,2,1,0,20,8,20,30,99,99,0,20,0,0,2,6,1,40173,0,0,2001,SR-86,0000000,,
4,25,4,20,18,10,1,1,0,0,4,4,0,36,0,1,6,1,2,50,2,2,2,1,0,0,0,5,1,0,18,10,18,15,0,0,0,0,0,0,1,6,1,40225,0,0,2001,WILLIAMSON VALLEY RD,0000000,34.731308333,-112.5564806
4,13,4,20,19,38,2,6,0,1,11,1,0,12,1,1,1,3,4,55,1,1,2,1,28,3,0,3,1,0,19,38,19,50,99,99,0,0,0,0,1,6,1,40226,370,2025,2001,I-17,0000000,,
6,9,4,20,19,15,3,4,0,0,3,3,0,12,2,1,1,1,2,55,1,1,2,2,0,0,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,6,0,60851,0,247,2001,SR-4,0000000,38.093369444,-120.4924806
6,85,4,20,23,26,1,1,0,0,13,3,0,33,0,1,2,3,3,65,1,1,2,2,0,0,0,3,2,1,99,99,99,99,0,0,0,0,0,0,1,6,0,60852,3520,140,2001,SR-85,0000000,,
6,53,4,20,18,48,2,3,0,0,4,4,0,12,2,1,1,1,2,55,1,1,1,2,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,2,6,0,60863,0,0,2001,BLANCO RD,0000000,36.67865,-121.7266222
6,59,4,20,16,20,1,3,0,1,12,3,0,33,0,1,4,3,5,65,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,62397,450,208,2001,SR-57,0000000,,
8,101,4,20,16,40,1,1,0,1,1,1,0,35,0,1,6,2,2,75,1,1,2,1,0,0,0,1,8,0,16,42,16,50,0,0,0,0,0,0,1,6,0,80136,0,1108,2001,I-25,0000000,38.441666667,-104.6061111
12,117,4,20,23,48,1,2,1,0,13,2,0,8,0,1,1,2,3,45,1,1,2,1,0,0,0,3,1,0,23,49,23,50,99,99,0,0,0,0,1,6,0,120739,1840,99999,2001,US-17,0000000,28.689269444,-81.32876667
12,11,4,20,19,20,2,2,0,0,16,6,0,12,4,2,1,2,2,40,1,1,2,1,20,3,0,5,1,0,19,23,19,28,99,99,0,0,0,0,1,6,1,120740,771,99999,2001,SW 64TH AVE,0000000,26.163230556,-80.23531389
12,55,4,20,19,45,1,2,1,0,6,9,0,8,0,1,2,1,2,35,2,1,2,1,0,0,0,5,1,0,19,48,19,52,99,99,0,0,0,0,1,6,1,120741,0,99999,2001,PONCE DELEON BLVD,0000000,27.530244444,-81.51003611
12,43,4,20,16,20,1,1,0,1,13,2,0,38,0,1,4,1,2,25,1,1,2,1,0,0,0,1,1,0,16,26,16,30,0,0,0,0,0,0,1,6,0,120745,2120,99999,2001,US-41,0000000,26.833719444,-81.09928611
13,129,4,20,24,0,2,4,0,0,13,3,0,12,1,3,1,1,4,45,1,1,2,1,3,3,0,3,1,1,0,1,0,3,0,34,0,0,0,0,1,6,1,130341,860,95,2001,SR-53,0000000,34.471347222,-84.92011389
16,43,4,20,16,20,2,2,0,0,6,4,0,12,4,2,1,1,2,50,1,1,2,1,20,3,0,1,1,0,16,25,16,34,0,0,0,0,0,0,1,6,0,160049,0,0,2001,2700 E,0000000,43.897794444,-111.6186694
17,31,4,20,20,10,3,3,0,0,16,6,0,12,6,1,1,3,2,40,1,1,2,1,0,0,0,3,1,0,20,11,20,99,99,99,0,0,0,0,1,6,0,170284,1670,0,2001,WESTERN,0000000,41.691633333,-87.68106389
19,193,4,20,22,10,1,1,0,1,11,1,0,1,0,1,3,2,2,65,1,9,9,1,0,0,0,2,1,0,22,19,22,22,22,26,0,0,0,0,1,6,1,190085,0,1403,2001,I-29,0000000,42.35945,-96.34133889
19,95,4,20,22,0,1,1,0,0,6,4,0,1,0,1,4,1,2,50,1,1,9,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,6,1,190086,0,0,2001,K AVENUE,0000000,41.626977778,-92.10492222
21,133,4,20,21,10,2,3,0,1,2,3,0,12,4,2,1,2,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,210214,1712,90,2001,SR-15,0000000,37.188211111,-82.90101667
22,73,4,20,20,49,2,5,0,1,13,2,0,12,4,2,1,1,2,25,1,1,2,1,3,3,0,3,1,0,20,49,21,5,21,16,0,0,0,0,1,6,2,220202,1560,1773,2001,US-165,0000000,32.484261111,-92.08348889
22,55,4,20,22,57,1,1,0,0,16,6,0,42,0,1,4,1,2,40,1,1,2,1,0,0,0,3,1,0,23,5,23,16,0,0,0,0,0,0,1,6,1,220452,1230,0,2001,FAILLA ROAD,0000000,,
25,17,4,20,23,33,1,1,0,0,13,3,0,41,0,1,4,1,2,40,1,1,2,1,0,0,0,3,1,0,23,40,0,8,0,27,0,0,0,0,1,6,1,250100,5,0,2001,SR-27,0000000,42.589061111,-71.11631944
26,75,4,20,22,11,2,3,0,1,2,2,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,22,13,22,21,0,0,0,0,0,0,3,6,1,260182,0,76,2001,US-127,0000000,,
26,77,4,20,20,51,1,1,0,0,6,6,0,42,0,1,6,1,2,55,1,1,2,1,0,0,0,2,1,0,20,53,21,1,0,0,0,0,0,0,1,6,1,260414,0,7,2001,33RD ST,0000000,42.10595,-85.43598333
26,163,4,20,21,15,2,3,0,0,15,6,0,12,4,2,1,1,2,35,1,9,9,2,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,260853,1260,5,2001,MILLER,0000000,42.390511111,-83.02645278
29,155,4,20,16,40,1,1,0,0,4,3,0,34,0,1,4,1,2,55,2,1,2,1,0,0,0,1,1,0,18,46,18,52,19,22,0,0,0,0,1,6,1,290227,0,34,2001,SR-B,0000000,,
29,105,4,20,21,35,2,2,0,0,14,3,0,12,2,1,1,1,2,50,2,1,2,2,40,3,0,3,1,0,21,40,21,42,99,99,0,0,0,0,1,6,1,290265,0,147,2001,SR-32,0000000,37.668916667,-92.63197778
36,81,4,20,22,20,1,1,0,1,12,3,0,21,0,10,3,3,2,99,2,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,360186,4170,79,2001,SR-907M,0000000,,
36,103,4,20,16,45,1,1,0,1,1,1,0,1,0,1,1,2,3,99,1,1,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,360191,705,84,2001,I-495,0000000,,
36,81,4,20,23,50,1,3,0,1,12,8,0,24,0,1,4,3,4,50,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,6,1,360232,4170,47,2001,908B,0000000,,
36,17,4,20,20,56,2,4,0,0,4,3,0,12,2,2,1,1,2,55,2,2,2,1,0,0,0,2,1,0,20,55,21,2,23,8,0,0,0,0,2,6,1,360295,5780,5,2001,SR-80,0000000,42.692197222,-75.55915278
36,47,4,20,18,25,1,7,5,0,13,6,0,8,0,2,6,9,9,99,1,1,2,1,3,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,2,6,0,360474,4170,0,2001,OCEAN PKY,0000000,40.591091667,-73.96481111
36,47,4,20,20,20,2,16,0,0,13,6,0,12,4,2,1,1,2,30,1,1,2,1,3,3,0,3,1,0,99,99,99,99,99,99,0,0,0,0,5,6,1,360568,4170,0,2001,ST JOHN'S PLACE,0000000,40.671313889,-73.94481944
37,179,4,20,17,40,1,1,0,0,6,4,0,1,0,1,2,1,2,55,2,2,2,1,0,0,0,1,1,0,17,45,17,53,99,99,0,0,0,0,1,6,1,370316,0,99999,2001,RP-1155,0000000,,
37,51,4,20,18,23,1,2,0,0,16,6,0,41,0,1,4,1,5,35,1,1,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,2,6,0,370625,1670,99999,2001,SANTA FE DRIVE,0000000,,
