STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,latitude,longitud
39,169,4,20,23,22,1,1,0,0,3,3,0,37,0,1,4,1,2,55,1,2,2,2,0,0,0,2,1,0,99,99,23,35,0,26,0,0,0,0,1,6,0,390199,0,44,2001,SR-83,0000000,40.727536111,-81.94146667
39,49,4,20,16,50,1,1,0,1,11,1,0,24,0,1,4,3,6,65,1,1,2,1,0,0,0,1,1,0,16,54,17,3,99,99,0,0,0,0,1,6,0,390862,1800,97,2001,I-270,0000000,39.988977778,-83.118825
40,71,4,20,20,45,1,4,0,0,6,4,0,34,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,20,45,20,50,21,6,0,0,0,0,2,6,1,400129,0,0,2001,13TH ST,0000000,36.7681,-97.3042
40,97,4,20,19,35,1,1,0,0,6,4,0,34,0,1,4,1,2,55,1,1,2,2,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,6,1,400146,0,0,2001,NO NAME,0000000,36.090569444,-95.43503889
42,43,4,20,16,30,4,4,0,0,3,2,0,12,1,2,1,2,2,50,1,1,2,1,20,3,0,1,1,0,16,31,16,32,99,99,0,0,0,0,1,6,0,420160,0,258,2001,US-22,0000000,,
42,133,4,20,22,0,1,2,0,0,6,5,0,19,0,1,5,1,2,55,1,1,2,1,0,0,3,2,1,0,99,99,99,99,99,99,0,0,0,0,1,6,1,420357,0,0,2001,CLUB FARM RD,0000000,,
45,35,4,20,23,30,1,1,0,1,2,2,0,42,0,1,4,1,2,55,1,1,9,1,0,0,0,2,1,0,23,36,23,50,99,99,0,0,0,0,1,6,1,450231,0,99999,2001,US-17,0000000,,
45,45,4,20,23,20,1,2,0,0,5,5,0,43,0,1,5,1,2,35,1,1,9,1,0,0,0,2,1,0,23,30,23,50,99,99,0,0,0,0,1,6,1,450232,0,99999,2001,SCUFFLETOWN ROAD,0000000,34.73325,-82.18548889
46,113,4,20,18,13,1,2,1,0,6,4,3,8,0,1,1,1,2,99,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,6,0,460062,0,0,2001,OLD ISH HOUSING,0000000,43.653327778,-102.8818667
47,171,4,20,21,0,2,2,0,0,14,6,0,12,4,2,1,1,2,30,1,1,2,1,3,3,0,3,1,0,99,99,99,99,99,99,0,20,0,0,1,6,0,470098,810,24,2001,LOVEST,0000000,36.139705556,-82.41274167
47,53,4,20,22,15,1,1,0,0,4,3,0,34,0,1,4,1,2,55,2,2,2,1,0,0,0,2,1,0,22,24,22,35,0,0,0,0,0,0,1,6,1,470435,2700,88,2001,SR-188,0000000,,
48,113,4,20,22,0,1,3,0,1,11,1,0,25,0,1,3,3,4,60,1,1,1,1,0,0,3,3,1,0,22,0,22,9,22,29,0,0,0,0,1,6,0,480761,0,80,2001,I-635,0000000,32.924927778,-96.79048611
48,241,4,20,22,35,1,3,1,1,2,2,0,8,0,1,1,1,2,60,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,19,0,0,1,6,0,480764,9997,3,2001,US-96,0000000,31.139988889,-93.98790278
48,439,4,20,22,58,2,3,0,1,13,3,0,12,1,1,1,2,3,60,1,1,2,1,0,0,0,3,1,0,22,58,22,58,23,29,0,0,0,0,1,6,0,480766,502,6,2001,SR-183,0000000,32.8374,-97.11945833
51,710,4,20,22,47,1,2,1,1,13,3,0,8,0,2,1,3,6,30,1,1,2,1,3,3,2,3,1,0,99,99,99,99,99,99,0,0,0,0,1,6,1,510348,1760,256,2001,SR-3,0000000,36.845505556,-76.29036667
53,25,4,20,21,8,2,3,0,1,2,3,0,12,2,1,1,1,3,60,1,2,2,1,0,0,0,2,1,0,21,13,21,22,22,37,0,0,0,0,1,6,0,530158,0,368,2001,SR-17,0000000,47.027216667,-119.1576944
54,25,4,20,22,0,1,2,1,1,2,2,0,8,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,22,6,22,26,22,55,0,0,0,0,1,6,1,540078,0,38,2001,US-60,0000000,37.997605556,-80.75103056
55,55,4,20,20,48,2,5,0,0,3,2,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,2,1,0,20,48,20,52,99,99,0,0,0,0,4,6,0,550123,0,0,2001,US-18,0000000,43.007891667,-88.89450278
55,37,4,20,23,0,1,2,0,0,4,4,0,1,0,1,4,1,2,55,2,1,2,1,0,0,0,2,1,0,23,0,23,9,23,50,0,0,0,0,1,6,2,550124,0,0,2001,N,0000000,45.854627778,-88.23835833
55,9,4,20,23,34,2,4,0,0,2,3,0,12,1,2,1,1,2,55,1,1,2,1,0,0,0,2,1,0,23,39,23,49,0,26,0,0,0,0,1,6,2,550133,0,0,2001,SR-57,0000000,44.396808333,-88.09034167
56,23,4,20,17,50,1,1,0,0,6,4,0,1,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,18,2,18,13,0,0,0,0,0,0,1,6,1,560035,0,59,2001,207,0000000,41.989636111,-110.9861139
