STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
26,260204,3,3,0,0,0,3,3,165,0,20,4,2012,6,17,26,0,3,3,SR-42,N 47 RD,41,44.40383056,-85.35816389,0,12,1,0,3,2,0,1,1,10,0,10,0,0000000,17,29,17,36,99,99,0,0,0,1,0
26,260214,2,2,0,0,0,3,3,163,1260,20,4,2012,6,19,50,0,16,6,DOVER,GRANDVILLE,9,42.35940556,-83.22987778,0,12,6,0,2,2,0,1,3,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,0
28,280124,1,1,0,0,0,5,5,9,0,20,4,2012,6,18,31,1,2,2,US-72,,99998,34.94642778,-89.25835833,0,42,0,0,1,1,0,5,1,2,10,2,0,0000000,18,48,19,19,19,55,0,0,0,1,0
31,310049,2,2,0,0,0,2,2,37,0,20,4,2012,6,23,40,1,2,2,US-30,,3942,41.45344722,-97.10263056,0,12,6,0,1,1,0,1,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
32,320080,1,1,0,0,0,7,7,3,0,20,4,2012,6,18,54,1,1,1,I-15 S,,1020,36.74618056,-114.4141167,0,1,0,0,1,1,0,1,1,1,0,1,0,0000000,19,5,19,25,20,40,0,0,0,1,0
34,340139,2,2,0,0,0,2,2,37,1576,20,4,2012,6,19,16,1,2,3,SR-15,,187,41.11105,-74.70416111,0,12,6,0,4,1,0,1,1,1,0,1,0,0000000,19,15,19,27,19,44,0,0,0,1,0
34,340178,1,1,0,0,0,2,2,29,0,20,4,2012,6,22,38,0,16,6,BREAKERS DRIVE,,0,39.74640556,-74.29571389,0,5,0,0,1,1,0,5,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
36,360389,1,1,0,0,0,1,1,47,4170,20,4,2012,6,20,29,0,6,6,PALMETTO ST,BUSHWICK AVE,0,40.69044722,-73.91984444,0,5,0,0,3,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
37,370254,1,1,0,0,0,1,1,21,0,20,4,2012,6,17,25,1,2,2,US-74,ROSE HILL ROAD,99999,35.55486111,-82.48203611,0,33,0,0,3,2,0,4,1,1,0,1,0,0000000,17,19,17,22,17,38,0,0,0,1,0
37,370291,1,1,0,0,0,1,1,109,0,20,4,2012,6,18,7,0,6,4,CR-1360,,99999,35.44781944,-81.10028889,0,53,0,0,1,1,0,4,1,1,0,1,0,0000000,18,8,18,13,88,88,0,0,0,1,0
37,370300,3,3,0,0,0,5,5,129,5060,20,4,2012,6,20,58,0,16,6,WRIGHTSVILLE AVE,,99999,34.21979722,-77.8151,0,12,6,0,1,1,0,1,3,1,0,1,0,0000000,20,57,21,4,21,25,14,0,0,1,0
37,370416,1,1,0,2,2,1,1,67,5120,20,4,2012,6,21,49,0,16,6,THURMOND ST,,99999,36.11985556,-80.25850833,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,21,50,21,57,22,10,0,0,0,1,0
38,380033,2,2,0,0,0,6,6,53,0,20,4,2012,6,16,28,0,2,3,SR-23,CR-97 AVE NW BIA 2,412,47.9762,-102.6643,3,12,6,0,2,2,0,1,1,10,0,10,0,0000000,16,11,16,27,18,15,0,0,0,1,1
39,390591,2,1,1,0,1,3,4,93,0,20,4,2012,6,22,52,1,11,1,I-80,,60,41.37707222,-82.24133889,0,14,0,0,1,1,0,4,2,2,0,2,0,0000000,23,17,23,27,99,99,0,0,0,1,0
42,420318,2,1,1,0,0,1,1,77,110,20,4,2012,6,18,54,0,16,6,LEHIGH PY,,0,40.58860556,-75.48436111,0,14,0,0,1,1,0,7,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
42,420367,1,1,0,0,0,2,2,11,0,20,4,2012,6,23,40,0,6,5,MOUNTAIN RD,,0,40.35453056,-75.67838611,0,42,0,0,1,1,0,5,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
45,450212,2,2,0,0,0,3,3,7,0,20,4,2012,6,20,36,0,3,3,SR-81,,0,34.70757778,-82.55843056,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,20,38,20,49,99,99,0,0,0,2,2
47,470338,1,1,0,0,0,1,1,67,0,20,4,2012,6,22,58,0,3,3,SR-31,CR-DUCK CREEK RD,62,36.50176667,-83.23768889,0,43,0,0,3,2,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,24,0,0,1,1
48,480797,3,3,0,1,1,7,7,135,5030,20,4,2012,6,21,23,1,13,2,US-385 S GRANT AVE,,19,31.82115833,-102.3563472,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
48,482978,2,2,0,0,0,5,5,157,5970,20,4,2012,6,17,45,1,2,2,US-59,COTTONWOOD CHURCH RD,206,29.53225556,-95.86022222,0,12,6,0,2,3,0,1,1,10,0,10,0,0000000,19,46,19,59,20,42,0,0,0,1,0
54,540075,1,1,0,0,0,1,1,41,385,20,4,2012,6,20,45,0,3,2,US-33,,111,39.05143889,-80.56281389,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,20,51,21,8,21,44,0,0,0,1,1
54,540076,1,1,0,0,0,1,1,79,2890,20,4,2012,6,18,29,0,15,3,SR-817,,96,38.53076667,-81.89768611,0,32,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
55,550112,2,2,0,0,0,3,3,79,3100,20,4,2012,6,19,28,0,14,2,US-18,SR-57,0,43.04442778,-87.93778889,0,12,6,0,2,2,0,1,5,10,0,10,1,0000000,19,31,19,34,99,99,0,0,0,1,0
