STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
17,161,4,20,94,19,38,1,1,1,1,1,0,34,0,13,4,2,3,65,2,1,1,2,0,0,0,3,2,0,19,38,19,99,99,99,0,0,0,0,1,4,1,170337,264,0,I280,0000000,0
17,31,4,20,94,18,5,1,2,1,13,3,0,8,0,1,1,2,2,55,1,1,2,1,0,0,0,1,1,0,18,5,18,99,99,99,0,0,0,0,1,4,0,170339,58,1670,95TH,0000000,1
20,151,4,20,94,20,32,1,4,1,13,2,0,8,0,1,1,1,2,30,1,3,2,1,0,0,0,5,1,0,20,31,20,34,20,49,0,0,0,0,2,4,0,200094,1393,4550,U54,0000000,2
22,105,4,20,94,22,0,1,1,0,4,3,0,42,0,1,5,1,2,55,2,1,2,9,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,4,1,220164,68,0,443,0000000,0
26,161,4,20,94,23,0,3,6,0,14,4,0,12,1,1,1,1,2,50,1,2,1,1,0,0,0,2,1,0,23,8,23,12,99,99,0,0,0,0,1,4,1,260230,15,0,STATE ROAD,0000000,0
28,129,4,20,94,20,24,2,3,0,4,3,0,12,4,10,1,1,2,55,1,1,2,1,20,3,0,2,1,0,20,40,20,54,21,12,0,0,0,0,2,4,1,280169,43,0,MS 540,0000000,0
36,63,4,20,94,23,46,1,1,0,16,4,0,35,0,1,6,1,2,55,2,1,2,1,0,0,0,2,1,0,23,40,23,49,99,99,0,0,0,0,1,4,0,360278,0,0,93,0000000,0
36,81,4,20,94,23,40,1,4,0,12,8,0,30,0,1,6,3,2,99,2,1,9,2,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,360314,99999,4170,010X,0000000,0
38,17,4,20,94,19,35,1,1,0,4,4,0,1,0,1,4,1,2,35,2,1,4,1,0,0,0,1,1,0,19,49,19,52,0,0,0,0,0,0,1,4,0,380015,0,0,20,0000000,0
39,151,4,20,94,20,11,1,2,0,14,4,0,1,0,1,6,1,2,35,2,1,9,1,0,0,0,5,1,0,20,15,20,21,20,27,0,0,0,0,1,4,1,390014,0,0,12th St NW,0000000,0
42,69,4,20,94,20,22,3,4,0,16,6,0,12,2,1,1,1,2,25,1,2,9,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,420441,0,7460,DALTON ST,0000000,0
45,77,4,20,94,21,30,1,2,0,16,6,0,8,0,1,1,1,2,35,1,2,1,1,0,0,0,2,1,0,21,31,21,32,0,0,0,0,0,0,1,4,0,450776,0,460,3201,0000000,1
47,55,4,20,94,19,0,1,1,0,6,4,0,18,0,1,6,1,2,55,1,1,5,1,0,0,0,1,1,0,19,17,19,32,0,0,0,2,4,0,1,4,0,470256,10,0,CARRRD,0000000,0
48,39,4,20,94,20,55,3,5,1,13,8,0,5,0,1,1,1,4,50,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,480741,27,0,FM518,0000000,0
48,251,4,20,94,17,42,1,1,1,13,3,0,1,0,1,1,2,3,45,1,1,2,1,0,0,0,1,1,0,17,43,17,50,18,18,0,0,0,0,1,4,0,480745,115,1030,174,0000000,0
48,339,4,20,94,18,52,2,2,1,2,2,0,12,4,2,1,2,3,55,1,1,1,1,20,3,0,1,1,0,19,5,19,28,19,56,0,0,0,0,1,4,0,480746,52,5236,59,0000000,0
51,67,4,20,94,16,55,2,5,0,4,4,0,12,2,1,1,1,2,55,2,2,2,1,40,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,2,4,1,510193,30,0,RT636,0000000,0
51,550,4,20,94,20,39,1,2,0,14,3,0,9,0,1,1,2,5,40,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,510194,29,468,RT168,0000000,1
53,61,4,20,94,20,42,2,3,0,16,6,0,33,0,1,3,2,2,35,2,2,2,1,0,0,0,3,1,0,20,42,20,49,21,38,0,0,0,0,1,4,0,530140,0,1215,ALDRWDMLBL,0000000,0
53,65,4,20,94,20,20,1,1,0,4,4,0,1,0,1,6,1,2,50,2,1,2,1,0,0,0,2,1,0,20,34,20,35,0,0,0,0,0,0,1,4,1,530142,274,0,94350,0000000,0
55,75,4,20,94,19,55,1,1,0,6,5,0,1,0,1,2,1,2,55,2,1,2,1,0,0,0,2,1,0,19,57,20,7,0,0,0,0,0,0,1,4,1,550127,0,0,PERCH LAKE,0000000,0
