STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
12,25,4,20,95,21,30,3,8,1,11,1,0,20,0,5,4,2,4,55,1,1,1,1,0,0,0,3,1,0,21,50,22,3,99,99,0,0,0,0,1,5,0,120627,99999,2220,I295,0000000,0
12,75,4,20,95,22,10,2,3,0,2,2,0,12,1,1,1,1,2,55,1,9,2,1,0,0,1,2,1,0,22,14,22,19,99,99,0,0,0,0,1,5,1,120629,99999,0,SR 45,0000000,0
12,127,4,20,95,20,56,1,2,0,12,3,0,8,0,2,1,2,6,40,1,1,2,1,3,3,0,3,1,0,21,0,21,1,0,0,0,0,0,0,1,5,0,120630,99999,780,SR 5A,0000000,1
12,25,4,20,95,20,24,1,1,0,6,6,0,30,0,3,6,1,2,40,2,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,120924,99999,0,SW 232 ST.,0000000,0
12,111,4,20,95,20,56,1,2,0,12,3,0,8,0,3,1,1,5,35,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,121611,99999,1080,SR-615,0000000,1
12,25,4,20,95,16,53,2,8,0,12,3,0,12,4,2,1,2,6,45,1,1,2,1,4,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,121740,99999,2330,SR817,0000000,0
13,147,4,20,95,20,10,2,2,0,4,3,0,12,2,1,1,1,2,55,1,3,2,1,0,0,0,2,1,0,20,20,20,27,20,47,0,0,0,0,1,5,0,130318,72,0,172,0000000,0
17,31,4,20,95,16,45,1,5,0,13,3,0,9,0,1,1,2,2,45,1,1,2,2,0,0,0,1,2,0,16,99,16,99,99,99,0,0,0,0,1,5,0,170361,188,740,19,0000000,1
18,165,4,20,95,19,11,2,4,0,2,3,0,12,4,1,1,1,2,30,1,3,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,180222,0,0,163,0000000,0
20,91,4,20,95,18,30,1,2,0,14,6,0,8,0,1,1,1,2,45,1,1,2,1,0,0,0,1,1,0,18,32,18,35,18,50,0,0,0,0,1,5,0,200091,0,4285,ANTIOC,0000000,1
21,179,4,20,95,18,5,2,2,1,3,2,0,12,2,1,1,1,2,55,2,2,2,1,0,0,0,1,1,0,18,6,18,17,18,43,0,0,0,0,1,5,0,210157,13,0,150,0000000,0
21,239,4,20,95,17,47,1,4,1,1,1,0,1,0,1,3,2,2,65,1,1,1,1,0,0,0,1,1,0,17,47,17,55,18,31,0,0,0,0,1,5,0,210175,647,0,64,0000000,0
21,137,4,20,95,23,5,2,6,1,2,2,0,12,1,1,1,1,2,55,1,1,2,2,0,0,0,2,2,0,23,12,23,16,23,29,0,0,0,0,1,5,0,210318,140,0,27,0000000,0
25,11,4,20,95,22,21,1,2,0,5,8,0,24,0,1,4,1,2,40,2,2,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,2,5,1,250111,0,1466,CONWAY RD,0000000,0
29,31,4,20,95,17,5,4,6,0,3,3,0,12,6,1,1,1,2,55,1,1,1,1,0,0,0,1,1,0,17,15,17,29,17,50,0,0,0,0,1,5,0,290226,105,0,25,0000000,0
29,209,4,20,95,22,30,1,1,0,4,3,0,27,0,1,4,1,2,55,2,2,2,1,0,0,0,2,1,0,22,28,22,46,0,0,0,0,0,0,1,5,1,290227,20,0,RTOO,0000000,0
34,39,4,20,95,20,38,1,2,0,15,5,0,8,0,1,1,1,2,25,1,1,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,340245,0,1412,SALEM,0000000,1
35,15,4,20,95,18,13,1,2,0,6,4,0,43,0,1,6,1,2,50,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,350102,99999,0,34,0000000,0
36,53,4,20,95,21,30,1,2,0,3,3,0,8,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,21,35,21,40,0,0,0,0,0,0,1,5,0,360211,61,0,31,0000000,1
37,61,4,20,95,16,50,1,2,0,4,3,0,9,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,16,58,99,99,0,0,0,0,1,5,0,370356,2820,0,NC41,0000000,1
37,21,4,20,95,17,40,1,2,0,3,3,1,42,0,1,5,1,2,45,2,2,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,1,371316,2228,0,BLUE RIDGE,0000000,0
42,129,4,20,95,22,15,1,1,0,4,3,0,30,0,1,6,1,2,55,1,1,2,1,0,0,0,2,1,0,22,21,22,40,22,48,0,0,0,0,1,5,1,420303,10,0,2027,0000000,0
45,3,4,20,95,21,0,1,1,0,4,3,0,42,0,1,6,1,2,55,1,1,1,1,0,0,0,2,1,0,21,14,21,23,99,99,0,0,0,0,1,5,1,450202,0,0,53,0000000,0
45,75,4,20,95,20,30,1,1,0,3,3,0,34,0,1,6,1,2,55,2,3,1,1,0,0,0,2,1,0,20,32,20,40,99,99,0,0,0,0,1,5,0,450240,68,0,4,0000000,0
45,89,4,20,95,16,45,1,1,1,2,2,0,32,0,1,4,1,2,55,1,1,1,1,0,0,0,1,1,0,17,0,17,25,99,99,0,0,0,0,1,5,0,450266,146,0,521,0000000,0
47,37,4,20,95,19,19,1,1,0,16,6,0,37,0,1,4,1,2,30,2,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,470256,2,1760,NORTHCREST,0000000,0
48,375,4,20,95,18,20,1,6,0,16,5,0,5,0,1,1,1,2,30,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,480713,0,150,SDALLAS,0000000,0
48,227,4,20,95,18,13,1,2,0,16,5,0,8,0,1,1,1,2,30,1,1,2,1,0,0,0,1,1,0,18,13,18,16,18,36,0,0,0,0,1,5,0,480796,0,640,W17TH,0000000,1
51,59,4,20,95,22,45,1,1,1,13,3,0,24,0,1,2,2,6,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,510241,54,0,RT28,0000000,0
